obs,time,elapsed,date,hhmmss,averaging,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,_Vc,Edyn,Hr,Hs,dHs/dt,_Vh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,_Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,_CO2,CO2_s_d,CO2_r_d,_H2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,_CO2:MN,_CO2:SLP,_CO2:SD,_CO2:OK,F:MN,F:SLP,F:SD,F:OK,_H2O:MN,_H2O:SLP,_H2O:SD,_H2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
11,1784732889,1443.9,20260722 10:08:08,10:08:08,15,1784732881,0.004422772,4.422771539,6.316288321,399.9569677,318.2222226,32.20819137,40.48080129,0.158686772,2.948956158,0.154090968,0.096708683,266.1468523,33.72221432,33.07794194,5.074274444,44.25475399,2.274693791,5.139998725,2.799580653,-195.0442249,36.46480391,2.837272201,110.4047035,7.343015014,4.273882187,6.316288321,419.8989792,409.9891394,0.011294504,66.7692431,4.422771539,16.06441854,22.58890121,0.012249074,78.43,0,0,1,0,52363.49761,1499.983871,1273.846258,0.84923997,0.177433143,6,0.5,0: Broadleaf,2,TRUE,1784732881,399.9569677,413.8235161,22.47434839,16.0747,442.4288065,27.32293226,391.6930323,101.1129032,0.099988539,33.30730323,33.07794194,999.9,0,0,9999.75871,0,1218.376452,-13.86659645,409.1524194,420.5842581,6.399646129,413.8235161,16.0747,2.272447742,1.625360645,19.48230645,14.20133871,1499.983871,0.692001129,0.307998871,0,2.545983871,0,18046.93226,13609.42581,45.758,47.98983871,46.625,46.44919355,45.61483871,1037.990323,461.9935484,0,1784732841,0,1784731414,09:43:33,1784731414,1784731413,2,0.083,0.013,-42.825,-4.269,414,15,0.36,0.02,-15.0375275,27.75921073,2.795631929,0,2.55205,-0.28727426,0.218766237,1,6.41022275,0.225388255,0.095093372,0,1,3,1/3,2.97049,2.76466,0.10585,0.10003,0.126979,0.0867739,27610.3,18408,31652.5,22280.5,37204,27646.4,45453.3,32579.5,1.67722,2.66628,0.0943281,0,31.5836,999.9,71.4,30.9,31.6778,61.7185,-100,3,0.28407,0,20.3067,5.21669,12.033,4.95975,3.301,7702.5,9999,9999,124.2,4.97298,1.8753,1.8815,1.88101,1.87874,1.87441,1.87454,1.87682,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-42.491,-4.8486,-26.96177666,-0.03980678,1.13121E-05,-1.30028E-09,-4.848578018,0,0,0,3,2129,1,23,24.6,24.6,0.157471,4.99878,2.89795,2.90649,2.99805,2.28882,34.715,15.9795,2,409.452,1374.74,32.1142,31.0781,30.0005,30.7735,30.6275,-1,40,10,-999.9,400,20,99.4616,85.6015
12,1784733009,1563.9,20260722 10:10:08,10:10:08,15,1784733001,0.004525088,4.525088364,6.317619843,393.2813226,311.3146505,31.50800662,39.80381423,0.158377514,2.948588441,0.153798774,0.096524589,266.1483527,34.03599251,33.43281935,5.176278365,44.06684916,2.308588518,5.238832733,2.867689847,-199.5563969,34.11886666,2.664119701,103.3749422,6.043571902,4.448345436,6.317619843,415.5822694,403.0635273,0.396167349,66.7692431,4.525088364,16.20818013,22.87905576,0.013238814,78.43,0,0,1,0,52294.86188,1500.000645,1273.859739,0.849239461,0.177432159,6,0.5,0: Broadleaf,2,TRUE,1784733001,393.2813226,405.2240645,22.80999355,16.14843871,435.5421613,27.65856774,391.5192903,101.1094839,0.100037,33.64745161,33.43281935,999.9,0,0,9998.008065,0,1100.338387,-11.94279935,402.4614194,411.8753871,6.661550323,405.2240645,16.14843871,2.306307097,1.63276129,19.72050323,14.27144516,1500.000645,0.692018258,0.307981742,0,2.570309677,0,17905.65161,13609.64194,46.058,48.508,46.937,46.94919355,45.899,1038.027419,461.9732258,0,1784732961,0,1784731414,09:43:33,1784731414,1784731413,2,0.083,0.013,-42.825,-4.269,414,15,0.36,0.02,-9.7712585,-53.96925591,5.703550509,0,2.577614706,0.512985489,0.240383992,1,6.64558325,0.150305403,0.043269664,0,1,3,1/3,2.9705,2.76469,0.104574,0.100032,0.12785,0.0872321,27644.6,18404.2,31647.4,22276.6,37160.9,27627.6,45445.7,32574,1.67658,2.65965,0.0891462,0,32.0382,999.9,71.2,31.1,31.9478,61.5985,-100,3,0.298834,0,20.3065,5.21594,12.0326,4.95975,3.301,7702.5,9999,9999,124.2,4.97303,1.87531,1.88153,1.88109,1.87874,1.87439,1.87453,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-42.282,-4.8486,-26.96177666,-0.03980678,1.13121E-05,-1.30028E-09,-4.848578018,0,0,0,3,2129,1,23,26.6,26.6,0.157471,4.99878,2.89795,2.90649,2.99805,2.25708,34.8525,15.962,2,410.07,1368.67,32.4317,31.2639,30.0009,30.9423,30.7957,-1,40,10,-999.9,400,20,99.4451,85.587
13,1784733129,1683.9,20260722 10:12:08,10:12:08,15,1784733121,0.004540646,4.540646317,6.21906102,392.8816129,309.5287397,31.32642341,39.76230371,0.15369845,2.950557559,0.149385084,0.093743133,266.1482126,34.40152059,33.80914839,5.286392371,43.48850031,2.325841081,5.348174952,2.960551291,-200.2425026,33.11436454,2.593405603,101.6134802,6.198869399,4.714011847,6.21906102,412.1678169,401.8995879,0.080828749,66.7692431,4.540646317,16.09508138,22.92709697,-0.000989726,78.43,0,0,1,0,52287.8637,1499.988065,1273.850139,0.849240183,0.177433554,6,0.5,0: Broadleaf,2,TRUE,1784733121,392.8816129,405.2652581,22.98106774,15.89677097,435.1297742,27.82964194,390.0750323,101.1068387,0.099994094,34.01732258,33.80914839,999.9,0,0,10009.45903,0,1285.724194,-12.38361097,402.1228065,411.812129,7.084294839,405.2652581,15.89677097,2.323543226,1.607272581,19.84050645,14.02786452,1499.988065,0.691993581,0.308006419,0,2.521951613,0,18079.01613,13609.44839,46.431,48.95325806,47.312,47.44106452,46.306,1037.982581,462.0054839,0,1784733081,0,1784731414,09:43:33,1784731414,1784731413,2,0.083,0.013,-42.825,-4.269,414,15,0.36,0.02,-11.52184829,-28.94193366,3.157078003,0,2.510926471,0.418473649,0.168635075,1,7.03760122,-0.124652404,0.204247509,0,1,3,1/3,2.96838,2.76478,0.104316,0.100493,0.127951,0.0878441,27645.5,18391.4,31640.3,22273.2,37148.9,27603.8,45435.2,32568.1,1.6714,2.65355,0.0804365,0,32.5101,999.9,70.6,31.3,32.0465,61.8085,-100,3,0.315127,0,20.3065,5.21669,12.0326,4.9597,3.301,7702.5,9999,9999,124.3,4.97299,1.87531,1.88154,1.88108,1.87873,1.87439,1.87453,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-42.248,-4.8486,-26.96177666,-0.03980678,1.13121E-05,-1.30028E-09,-4.848578018,0,0,0,3,2129,1,23,28.6,28.6,0.157471,4.99878,2.89795,2.90527,2.99805,2.27539,35.0364,15.962,2,408.321,1363.82,32.7894,31.4809,30.0006,31.1347,30.9813,-1,40,10,-999.9,400,20,99.4225,85.5724
14,1784733249,1804,20260722 10:14:08,10:14:08,15,1784733241,0.004671972,4.671972345,6.27531509,407.4347097,324.0230602,32.79392028,41.23589654,0.157020071,2.948945461,0.152518811,0.095717929,266.1479234,34.68316933,34.12860968,5.381459906,44.1013583,2.400414969,5.442950199,2.981044936,-206.0339804,32.43674653,2.549619106,95.10030856,9.015925742,4.482589549,6.27531509,429.526129,419.5872121,0.013515341,66.7692431,4.671972345,16.77570797,23.78667394,0.00306321,78.43,0,0,1,0,52188.40627,1500.002258,1273.860738,0.849239213,0.177431682,6,0.5,0: Broadleaf,2,TRUE,1784733241,407.4347097,424.1596452,23.7175,16.9668129,450.1415484,28.56608065,388.9625161,101.1086129,0.099987052,34.33263548,34.12860968,999.9,0,0,10000.12226,0,1225.271613,-16.72502161,417.3329677,431.4808065,6.75069,424.1596452,16.9668129,2.398043871,1.715490645,20.3505129,15.03686774,1500.002258,0.692026161,0.307973839,0,2.502516129,0,17945.23871,13609.7,46.73780645,49.33841935,47.625,47.81606452,46.61687097,1038.042903,461.9622581,0,1784733201,0,1784731414,09:43:33,1784731414,1784731413,2,0.083,0.013,-42.825,-4.269,414,15,0.36,0.02,-17.49855537,34.8782253,4.167254456,0,2.495670588,-0.170637123,0.249997041,1,6.71047439,1.562806542,0.178202528,0,1,3,1/3,2.96778,2.76457,0.107373,0.101453,0.130584,0.0893704,27544.5,18365.4,31633.5,22266.1,37028.2,27548.7,45424.7,32557.9,1.669,2.65185,0.0859201,0,32.7464,999.9,71.5,31.5,32.8217,61.7349,-100,3,0.329789,0,20.3061,5.21564,12.0309,4.9598,3.301,7702.5,9999,9999,124.3,4.97298,1.87531,1.88154,1.88108,1.8788,1.8744,1.87454,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-42.774,-4.8486,-26.96177666,-0.03980678,1.13121E-05,-1.30028E-09,-4.848578018,0,0,0,3,2129,1,23,30.6,30.6,0.157471,4.99878,2.89795,2.90405,2.99805,2.2583,35.2902,15.9445,2,408.069,1365.2,33.0921,31.6783,30.0007,31.3219,31.1596,-1,40,10,-999.9,400,20,99.4001,85.5455
15,1784733369,1924,20260722 10:16:08,10:16:08,15,1784733361,0.004409519,4.409518949,6.902654557,395.5970323,298.931519,30.25466244,40.03811547,0.142807703,2.948875985,0.139073893,0.08724852,266.1489133,34.96225408,34.29942903,5.432900851,42.62038886,2.347266983,5.507380496,3.085633868,-194.4597857,38.92594812,3.065477808,113.6805535,9.649337585,4.398628281,6.902654557,426.5269316,409.0881818,0.97003322,66.76419101,4.409518949,17.10293973,23.41867818,0.042425342,78.43,0,0,1,0,52150.53331,1499.98871,1273.85099,0.849240386,0.177433944,6,0.5,0: Broadleaf,2,TRUE,1784733361,395.5970323,413.1970968,23.19219677,16.55264194,437.9312581,28.04078065,388.2743226,101.1093548,0.099987513,34.54427742,34.29942903,999.9,0,0,9999.654194,0,1110.471935,-17.59993323,404.989871,420.1547419,6.639554516,413.1970968,16.55264194,2.344948387,1.673627742,19.98840968,14.64839032,1499.98871,0.691987968,0.308012032,0,2.527093548,0,17765.60968,13609.41613,46.9613871,49.673,47.903,48.10264516,46.87093548,1037.972903,462.0158065,0,1784733321,0,1784731414,09:43:33,1784731414,1784731413,2,0.083,0.013,-42.825,-4.269,414,15,0.36,0.02,-14.13258654,-83.47459315,8.188271236,0,2.513464706,0.356681433,0.175481737,1,6.8841675,-5.874400976,0.578817057,0,1,3,1/3,2.96654,2.76465,0.105559,0.102461,0.129467,0.091589,27595.9,18338.5,31629,22259,37071.9,27471.4,45418.6,32546.2,1.66505,2.65175,0.0915378,0,32.8443,999.9,70.5,31.8,32.9197,61.6149,-100,3,0.341585,0,20.3058,5.21624,12.0317,4.95975,3.301,7702.5,9999,9999,124.3,4.973,1.87531,1.88156,1.88107,1.87873,1.87441,1.87454,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-42.473,-4.8486,-26.96177666,-0.03980678,1.13121E-05,-1.30028E-09,-4.848578018,0,0,0,3,2129,1,23,32.6,32.6,0.158691,4.99878,2.89795,2.89673,2.99805,2.28882,35.5915,15.9358,2,406.829,1368.68,33.3422,31.85,30.0005,31.487,31.3255,-1,40,10,-999.9,400,20,99.3865,85.516
16,1784733489,2044,20260722 10:18:08,10:18:08,15,1784733481,0.00468197,4.681969878,6.376865203,401.1958065,314.3087589,31.81222116,40.60634444,0.15189947,2.948266785,0.147681818,0.092670321,266.1475305,35.14434884,34.54800323,5.508520659,43.42900998,2.425513625,5.585007868,3.083007034,-206.4748716,39.48652645,3.117871911,102.2770572,6.215565082,4.66055678,6.376865203,420.5042169,410.799,-0.05234388,66.76419101,4.681969878,16.78071124,23.93066,-0.007616476,78.43,0,0,1,0,52090.598,1499.999355,1273.858335,0.849239256,0.177431763,6,0.5,0: Broadleaf,2,TRUE,1784733481,401.1958065,413.7379677,23.96438065,16.90809032,443.7064839,28.81297419,386.7927097,101.1132903,0.099992026,34.79642903,34.54800323,999.9,0,0,9995.804839,0,582.3768065,-12.54230645,411.046129,420.8538387,7.056311613,413.7379677,16.90809032,2.423117097,1.709630645,20.51909032,14.98395161,1499.999355,0.692024,0.307976,0,2.53966129,0,17009.05806,13609.67097,47.25,49.875,48.179,48.375,47.125,1038.036774,461.9625806,0,1784733441,0,1784731414,09:43:33,1784731414,1784731413,2,0.083,0.013,-42.825,-4.269,414,15,0.36,0.02,-11.72246878,-9.896156446,1.603930823,0,2.519558824,-0.041867061,0.244935169,1,7.13934,-0.854769408,0.173305136,0,1,3,1/3,2.96527,2.76465,0.105711,0.100587,0.130933,0.0902072,27585.2,18378.2,31622.7,22261.2,37002.4,27516.8,45409.7,32550.7,1.66185,2.6478,0.0956655,0,33.0014,999.9,70.2,32.1,33.3388,61.5849,-100,3,0.353305,0,20.3059,5.21639,12.033,4.95935,3.301,7702.5,9999,9999,124.4,4.973,1.87531,1.88156,1.88109,1.87875,1.87443,1.87453,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-42.504,-4.8485,-26.96177666,-0.03980678,1.13121E-05,-1.30028E-09,-4.848578018,0,0,0,3,2129,1,23,34.6,34.6,0.158691,4.99878,2.89795,2.89795,2.99805,2.29126,35.9645,15.9445,2,405.908,1365.98,33.5964,32.008,30.0003,31.6358,31.4691,-1,40,10,-999.9,400,20,99.3669,85.5266
17,1784733609,2164,20260722 10:20:08,10:20:08,15,1784733601,0.004749782,4.749782062,6.025445803,383.9525161,300.2941889,30.39387415,38.8612397,0.149848519,2.948720229,0.145742947,0.091448842,266.1504365,35.19612428,34.57817419,5.517761071,41.86852635,2.347357014,5.606495426,3.170404057,-209.4653889,45.70633018,3.610184786,106.0015625,3.698844126,4.40721984,6.025445803,395.2596624,389.7786242,-0.590192689,66.76419101,4.749782062,15.81260622,23.22734303,-0.027267602,78.43,0,0,1,0,52091.75758,1500.003871,1273.863261,0.849239983,0.177433166,6,0.5,0: Broadleaf,2,TRUE,1784733601,383.9525161,392.3147097,23.19209677,16.51443871,425.9169677,28.04067419,386.8129032,101.1136452,0.100015568,34.8656871,34.57817419,999.9,0,0,9998.345161,0,168.2233226,-8.362191935,393.0685161,398.9040968,6.677657742,392.3147097,16.51443871,2.345037742,1.669835161,19.98885806,14.6119871,1500.003871,0.692001355,0.307998742,0,2.499822581,0,16055.42581,13609.60968,47.391,49.84654839,48.32825806,48.379,47.25,1038.003548,462.0003226,0,1784733561,0,1784731414,09:43:33,1784731414,1784731413,2,0.083,0.013,-42.825,-4.269,414,15,0.36,0.02,-9.685303,29.73119392,3.47342285,0,2.506411765,-0.162890753,0.204192418,1,6.51347225,4.877893846,0.587967256,0,1,3,1/3,2.96557,2.76459,0.101859,0.0958673,0.128663,0.0867398,27703.6,18485.5,31622.7,22274.6,37100.6,27640.3,45410.5,32572.8,1.66215,2.64377,0.108086,0,32.8063,999.9,66.8,32.5,32.4488,61.7949,-100,3,0.359248,0,20.3062,5.21609,12.0314,4.95965,3.301,7702.5,9999,9999,124.4,4.97303,1.87532,1.88156,1.8811,1.87872,1.87444,1.87454,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-41.857,-4.8486,-26.96177666,-0.03980678,1.13121E-05,-1.30028E-09,-4.848578018,0,0,0,3,2129,1,23,36.6,36.6,0.158691,4.99878,2.89795,2.89551,2.99805,2.27661,36.3635,15.9358,2,406.63,1362.29,33.6991,32.0878,30.0006,31.7345,31.5693,-1,40,10,-999.9,400,20,99.368,85.5819
18,1784733729,2284,20260722 10:22:08,10:22:08,15,1784733721,0.004420679,4.420679394,5.689232602,407.6685806,323.2969994,32.72086167,41.2601022,0.141688289,2.94954262,0.138012781,0.086580277,266.1445728,35.28753632,34.55413871,5.510398673,42.70472225,2.395161031,5.608656151,3.115237642,-194.9519613,50.64651375,3.998944558,125.8380699,1.400763648,4.528588144,5.689232602,415.5235308,412.3270424,-0.849350428,66.76419101,4.420679394,16.33816434,23.40229636,-0.04340884,78.43,0,0,1,0,52113.84795,1499.969355,1273.834084,0.849240073,0.17743334,6,0.5,0: Broadleaf,2,TRUE,1784733721,407.6685806,412.7193226,23.66528065,16.78756452,450.3828065,28.51384839,385.7168065,101.1099032,0.1000113,34.87263871,34.55413871,999.9,0,0,10003.38742,0,257.4224839,-5.050684194,417.5505161,419.7680323,6.877711935,412.7193226,16.78756452,2.392795806,1.69739129,20.31490323,14.86860323,1499.969355,0.691997645,0.308002355,0,2.51513871,0,16055.00968,13609.2871,47.46341935,49.6006129,48.375,48.25,47.312,1037.975161,461.9941935,0,1784733681,0,1784731414,09:43:33,1784731414,1784731413,2,0.083,0.013,-42.825,-4.269,414,15,0.36,0.02,-7.0693555,40.88840983,4.316977072,0,2.520573529,-0.009779977,0.219305504,1,6.75278675,3.468488218,0.353013743,0,1,3,1/3,2.96464,2.76458,0.105894,0.0991414,0.129176,0.0873489,27576.9,18415.6,31620.5,22271.3,37076.1,27617.4,45406.9,32567.6,1.65968,2.64412,0.121601,0,32.5599,999.9,66.8,32.9,33.1903,61.6749,-100,3,0.364187,0,20.3063,5.21639,12.0335,4.9597,3.301,7702.5,9999,9999,124.4,4.97302,1.87533,1.88156,1.8811,1.87876,1.87448,1.87453,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-42.544,-4.8485,-26.96177666,-0.03980678,1.13121E-05,-1.30028E-09,-4.848578018,0,0,0,3,2129,1,23,38.6,38.6,0.158691,4.99878,2.89795,2.89429,2.99805,2.29736,36.7892,15.927,2,405.674,1364.43,33.7475,32.1656,30.0001,31.8072,31.6427,-1,40,10,-999.9,400,20,99.3605,85.5688
19,1784733849,2404,20260722 10:24:08,10:24:08,15,1784733841,0.00440764,4.40763979,6.151899797,393.7137419,303.1481708,30.68141146,39.84748871,0.138852722,2.948911039,0.135320146,0.084884994,266.148096,35.33981847,34.60297742,5.525367604,41.91356275,2.357159166,5.623857794,3.168208438,-194.3769148,50.63618173,4.00088952,126.4082525,10.08949953,3.869940827,6.151899797,418.7140547,406.8811515,0.299187041,66.76419101,4.40763979,16.38003425,23.37138848,-0.033131056,78.43,0,0,1,0,52087.64186,1499.988387,1273.850323,0.849240123,0.177433438,6,0.5,0: Broadleaf,2,TRUE,1784733841,393.7137419,411.8547419,23.28994839,17.38547419,435.9881935,28.13851613,384.0961935,101.1092581,0.100033016,34.92148065,34.60297742,999.9,0,0,9999.862903,0,493.006129,-18.14105065,403.1027742,419.1443871,5.904460323,411.8547419,17.38547419,2.354828387,1.757833548,20.05578387,15.40181613,1499.988387,0.691996742,0.308003258,0,2.529641935,0,16246.97742,13609.44516,47.44106452,49.437,48.31606452,48.125,47.292,1037.985806,462.0025806,0,1784733801,0,1784731414,09:43:33,1784731414,1784731413,2,0.083,0.013,-42.825,-4.269,414,15,0.36,0.02,-18.55614175,44.7266633,6.78212414,0,2.529841176,0.060959509,0.216486147,1,5.86818675,6.219904728,0.890498588,0,1,3,1/3,2.96336,2.76454,0.10495,0.098385,0.129061,0.0868152,27609.8,18434.4,31624.8,22275.3,37086.8,27639.6,45414,32574.8,1.65695,2.64635,0.130698,0,32.4654,999.9,65.5,33.3,33.283,61.495,-100,3,0.362292,0,20.3067,5.21519,12.0332,4.95975,3.301,7702.5,9999,9999,124.4,4.97302,1.87535,1.88156,1.8811,1.87877,1.8745,1.87454,1.87684,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-42.385,-4.8486,-26.96177666,-0.03980678,1.13121E-05,-1.30028E-09,-4.848578018,0,0,0,3,2129,1,23,40.6,40.6,0.158691,4.99878,2.89795,2.89917,2.99805,2.25464,37.1941,15.9095,2,404.282,1368.14,33.7712,32.1599,30,31.8265,31.6608,-1,40,10,-999.9,400,20,99.3751,85.5861
20,1784733969,2524,20260722 10:26:08,10:26:08,15,1784733961,0.003928525,3.928524772,5.878523973,397.1122903,299.1619799,30.27773282,40.19113602,0.120665032,2.94958586,0.117988266,0.073978217,266.1553538,35.37305925,34.48630645,5.489666763,40.18410216,2.248666923,5.595911822,3.240999839,-173.2479424,54.90842761,4.333092799,152.1489317,6.98238634,3.679742665,5.878523973,417.623147,407.3747576,0.130973399,66.76419101,3.928524772,17.19435699,22.57385758,0.077495758,78.43,0,0,1,0,52121.99275,1500.03,1273.885597,0.84924008,0.177433354,6,0.5,0: Broadleaf,2,TRUE,1784733961,397.1122903,410.3171613,22.21816452,16.59134516,439.4943226,27.06674839,383.6610323,101.1084839,0.100008023,34.83160323,34.48630645,999.9,0,0,10003.77355,0,670.3918065,-13.20497097,406.1360323,417.2406129,5.626830323,410.3171613,16.59134516,2.246446774,1.677525161,19.29712903,14.6788,1500.03,0.691997903,0.308002097,0,2.503170968,0,16546.20645,13609.82581,47.44309677,49.437,48.312,48.062,47.3,1038.016774,462.0132258,0,1784733921,0,1784731414,09:43:33,1784731414,1784731413,2,0.083,0.013,-42.825,-4.269,414,15,0.36,0.02,-13.1104075,-2.305856285,2.045039353,0,2.503264706,-0.598991594,0.218721415,1,5.8494415,-5.875350844,0.655212054,0,1,3,1/3,2.96248,2.76452,0.105118,0.0994901,0.126695,0.0897426,27607.4,18407.3,31627.9,22269.7,37192.3,27541.4,45419.2,32563.4,1.6551,2.64965,0.129342,0,32.4215,999.9,63.9,33.7,33.2077,61.825,-100,3,0.359746,0,20.307,5.21609,12.0338,4.9597,3.301,7702.5,9999,9999,124.5,4.97301,1.87537,1.88156,1.8811,1.87878,1.87453,1.87454,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-42.415,-4.8486,-26.96177666,-0.03980678,1.13121E-05,-1.30028E-09,-4.848578018,0,0,0,3,2129,1,23,42.6,42.6,0.158691,4.99878,2.89795,2.89429,2.99805,2.26685,37.6022,15.9007,2,403.203,1372.88,33.7658,32.1316,29.9999,31.8156,31.6545,-1,40,10,-999.9,400,20,99.3859,85.5596
21,1784734089,2644,20260722 10:28:08,10:28:08,15,1784734081,0.003535542,3.535542201,6.638468049,389.2136129,271.016438,27.42833304,39.39052803,0.107491585,2.949217242,0.105361561,0.066038834,266.1521173,35.56778226,34.61869355,5.530192066,40.26454479,2.264901609,5.625052066,3.265290458,-155.917411,48.75192548,3.85197676,162.8386085,10.40401966,3.424350281,6.638468049,418.615366,402.8395333,0.748341752,66.758864,3.535542201,17.59741806,22.7201903,0.037738649,78.43,0,0,1,0,52095.60392,1500.015806,1273.873171,0.849239832,0.177432875,6,0.5,0: Broadleaf,2,TRUE,1784734081,389.2136129,407.654129,22.37925161,17.11942903,431.3452903,27.22783871,381.8816129,101.1054516,0.09997061,34.9253129,34.61869355,999.9,0,0,10001.97903,0,342.5887742,-18.44062258,398.1236774,414.7557742,5.259829355,407.654129,17.11942903,2.262666452,1.73086871,19.41243871,15.17278387,1500.015806,0.692005484,0.307994516,0,2.454745161,0,16261.26774,13609.74194,47.504,49.558,48.375,48.125,47.32419355,1038.019355,461.9964516,0,1784734041,0,1784731414,09:43:33,1784731414,1784731413,2,0.083,0.013,-42.825,-4.269,414,15,0.36,0.02,-17.428545,-20.64023415,2.433154265,0,2.4786,-0.226273496,0.225892866,1,5.427884,-3.250513846,0.384425826,0,1,3,1/3,2.96009,2.76469,0.104359,0.100031,0.127181,0.0939859,27633.2,18386.4,31630.5,22257.7,37173.9,27396.3,45422.4,32543.5,1.64998,2.64792,0.122242,0,32.6751,999.9,63.8,34.1,33.9024,61.675,-100,3,0.357922,0,20.3072,5.21684,12.0339,4.9597,3.301,7702.5,9999,9999,124.5,4.973,1.87538,1.88156,1.8811,1.87878,1.87452,1.87454,1.87683,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-42.284,-4.8486,-26.96177666,-0.03980678,1.13121E-05,-1.30028E-09,-4.848578018,0,0,0,3,2129,1,23,44.6,44.6,0.158691,4.99878,2.89795,2.89185,2.99805,2.2937,37.9891,15.892,2,400.291,1370.06,33.778,32.1004,29.9999,31.7969,31.6427,-1,40,10,-999.9,400,20,99.3933,85.5097
