obs,time,elapsed,date,hhmmss,averaging,kam,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,CO2_hrs,AccH2O_hum,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
11,1785337437,1200.9,20260729 23:03:57,23:03:57,15,,1785337429,0.001425044,1.425044147,4.746351803,410.380298,250.5308222,25.21606366,41.30500042,0.053177569,1.380130507,0.052064943,0.032638615,287.43228,33.44307263,29.90275333,4.23670973,34.91019392,1.561198647,4.472042322,2.675511083,-62.84444688,70.21953709,11.35501769,306.1623879,6.124911359,1.359614871,4.746351803,427.1927674,418.6575818,0.26120262,60.8612438,1.425044147,13.5928819,15.57446121,0.008883818,69.65,48,12,1.003802363,0.380236316,25343.45687,1500.012,1261.22508,0.840809994,0.191619987,6,0.5,0: Broadleaf,2,TRUE,1785337429,410.4926667,420.1833333,15.51108,13.57089333,424.3174,16.45493333,412.3445333,100.5505333,0.10001112,30.84649333,29.90275333,999.9,0,0,5000.833333,0,28.88836,-9.690650667,416.9602,425.9641333,1.940204,420.1833333,13.57089333,1.559648,1.364560667,13.56575333,11.52935333,1500.012,0.973002667,0.026997447,0,2.03864,0,11800.25333,12843.98667,41.5,43.375,42.4122,42.25,41.562,1459.512,40.5,0,1785337434,0,1785336093,22:41:33,1785336080,1785336093,1,0.501,-0.914,-13.825,-0.944,430,13,0.07,0.14,-8.9001,-10.40688234,1.354864527,0,1.968097619,-0.331888831,0.050996567,0,0,2,0/2,2.98816,2.75938,0.095404,0.0953436,0.0842795,0.0730726,32161.1,23135.9,33655.2,25852,39399.4,32449.6,49145.3,40375.4,1.72855,2.69438,0.138644,0,27.6704,999.9,64.98,28.893,25.8309,28.83,-100,3,0.128979,0,20.2435,5.20516,11.9557,4.96965,3.294,7163.4,9999,131.1,9999,4.97354,1.87286,1.87072,1.87227,1.87285,1.87378,1.87323,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.825,-0.9438,-13.8248,0,0,0,-0.943836364,0,0,0,-1,-1,-1,-1,22.6,22.4,0.15625,4.99756,2.64526,2.75635,2.8479,2.2229,32.2446,15.8569,2,349.849,1259.35,28.936,29.1623,30.0005,29.0836,29.0065,-1,40,10,-999.9,400,20,102.142,94.7752
12,1785337557,1320.9,20260729 23:05:57,23:05:57,15,,1785337549,0.00151335,1.513350126,4.0764287,407.1813063,272.453638,27.4211479,40.98083954,0.055559851,1.381153633,0.054347406,0.034073859,287.4298733,33.49811566,29.99141333,4.258348923,34.15787737,1.536478307,4.498166822,2.721870616,-66.73874054,71.27085591,11.52735154,303.4893402,2.933309218,1.489858827,4.0764287,417.0844717,412.2522182,-0.199491951,60.8612438,1.513350126,13.24059369,15.3333503,0.01077124,69.65,48,12,1.003799146,0.379914591,25364.83733,1499.999333,1261.21444,0.84081,0.191620001,6,0.5,0: Broadleaf,2,TRUE,1785337549,407.2777333,412.4049333,15.26628667,13.14294,421.1025333,16.21014,412.9732,100.5452,0.099989027,30.94857333,29.99141333,999.9,0,0,5006.167333,0,33.75891333,-5.127308667,413.5916667,417.8973333,2.123333333,412.4049333,13.14294,1.534952,1.321460667,13.32080667,11.04492667,1499.999333,0.973002667,0.026997447,0,2.01698,0,11767.27333,12843.88,41.6124,43.5,42.50826667,42.3162,41.67046667,1459.499333,40.5,0,1785337554,0,1785336093,22:41:33,1785336080,1785336093,1,0.501,-0.914,-13.825,-0.944,430,13,0.07,0.14,-5.739674762,8.302284935,1.431033547,0,2.182909048,-1.024365974,0.117414723,0,0,2,0/2,2.98838,2.75943,0.0942146,0.0936419,0.0832634,0.0713214,32196,23175.9,33648,25848.7,39439.4,32507.9,49135.8,40370.8,1.72852,2.69208,0.135131,0,27.7967,999.9,63.985,28.983,25.5697,28.98,-100,3,0.13627,0,20.2436,5.20501,11.9548,4.96975,3.294,7163.4,9999,131.1,9999,4.97356,1.87286,1.87071,1.8723,1.87286,1.87378,1.87327,1.87776,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.825,-0.9438,-13.8248,0,0,0,-0.943836364,0,0,0,-1,-1,-1,-1,24.6,24.4,0.15625,4.99756,2.64526,2.75635,2.8479,2.24854,32.3328,15.8569,2,350.418,1258.12,29.0468,29.2677,30.0003,29.1829,29.1034,-1,40,10,-999.9,400,20,102.121,94.764
13,1785337677,1440.9,20260729 23:07:57,23:07:57,15,,1785337669,0.001719855,1.719855339,4.175105095,411.3868799,287.9420898,28.97765042,41.40077334,0.063257539,1.37923823,0.061688843,0.038693228,287.4340533,33.42623957,29.99959333,4.260350255,34.07528076,1.535428614,4.50598962,2.724921641,-75.84562045,72.82919717,11.79801103,296.2156411,3.52786496,1.702958289,4.175105095,421.6033121,416.814697,-0.228763336,60.8612438,1.719855339,12.65891814,15.1914897,-0.011943812,69.65,47,11,1.003728227,0.37282274,25307.05433,1500.021333,1261.23292,0.840809988,0.191619977,6,0.5,0: Broadleaf,2,TRUE,1785337669,411.4858667,417.5904667,15.25708667,12.83776667,425.3105333,16.20092667,414.3273333,100.5370667,0.100010887,30.97904,29.99959333,999.9,0,0,4997.083333,0,23.40771333,-6.104707333,417.8610667,423.0214667,2.419318667,417.5904667,12.83776667,1.533900667,1.290669333,13.3103,10.68962,1500.021333,0.973002333,0.0269978,0,2.025946667,0,11722.94667,12844.08,41.6374,43.52893333,42.562,42.375,41.75,1459.521333,40.5,0,1785337674,0,1785336093,22:41:33,1785336080,1785336093,1,0.501,-0.914,-13.825,-0.944,430,13,0.07,0.14,-6.707913333,15.72398026,1.690195641,0,2.355678571,1.45897013,0.15120309,0,0,2,0/2,2.98972,2.75942,0.0949589,0.0941896,0.0825499,0.0683729,32161.9,23157.9,33640.5,25844.8,39465.7,32608.7,49126.9,40364.7,1.73095,2.6907,0.133086,0,27.8188,999.9,62.593,29.074,25.1459,28.92,-100,3,0.14314,0,20.2436,5.20486,11.9559,4.9698,3.294,7163.4,9999,131.2,9999,4.97355,1.87287,1.87072,1.87231,1.87285,1.87378,1.8733,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.825,-0.9438,-13.8248,0,0,0,-0.943836364,0,0,0,-1,-1,-1,-1,26.6,26.4,0.157471,4.99756,2.64526,2.75635,2.8479,2.26807,32.4212,15.8657,2,352.139,1258.1,29.1261,29.3603,30.0003,29.2759,29.1927,-1,40,10,-999.9,400,20,102.101,94.7495
14,1785337797,1560.9,20260729 23:09:57,23:09:57,15,,1785337789,0.001614181,1.614181343,5.534661879,401.841295,233.8982232,23.53759658,40.43800828,0.058783295,1.379513374,0.057426361,0.036010782,287.4346867,33.6196654,30.12892667,4.292102282,34.02569785,1.545515757,4.542201498,2.746586525,-71.18539725,73.66925861,11.94763367,301.8661817,6.116384934,1.637992605,5.534661879,419.7902586,409.4601394,0.379857865,60.8612438,1.614181343,12.94087718,15.30592121,-0.009748753,69.65,47,11,1.003728745,0.372874532,25303.55225,1500.024667,1261.23572,0.840809987,0.191619973,6,0.5,0: Broadleaf,2,TRUE,1785337789,401.9725333,411.7428,15.35812667,13.03316,415.7972667,16.30198,414.6514,100.5318,0.099988693,31.11947333,30.12892667,999.9,0,0,4998.708,0,27.73842667,-9.770129333,408.2424,417.1796,2.324964667,411.7428,13.03316,1.54398,1.310248667,13.41078,10.91655333,1500.024667,0.973003,0.026997107,0,2.048006667,0,11693.96,12844.12,41.687,43.562,42.625,42.375,41.75,1459.524667,40.5,0,1785337794,0,1785336093,22:41:33,1785336080,1785336093,1,0.501,-0.914,-13.825,-0.944,430,13,0.07,0.14,-8.26672619,-31.73261766,4.557568739,0,2.277961905,0.843456623,0.115376918,0,0,2,0/2,2.98984,2.75947,0.0939011,0.0946592,0.08308,0.0709891,32196.5,23143.3,33637.6,25842.1,39437.7,32510.8,49123.3,40361.6,1.73055,2.68887,0.140708,0,27.8517,999.9,62.996,29.185,25.4736,29.13,-100,3,0.146532,0,20.2439,5.20456,11.956,4.96975,3.294,7163.4,9999,131.2,9999,4.97359,1.87286,1.87073,1.87237,1.87284,1.87378,1.8733,1.87776,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.825,-0.9438,-13.8248,0,0,0,-0.943836364,0,0,0,-1,-1,-1,-1,28.6,28.4,0.15625,4.99756,2.64526,2.75635,2.8479,2.24243,32.5097,15.8482,2,352.321,1256.98,29.1936,29.4177,30.0004,29.3401,29.2626,-1,40,10,-999.9,400,20,102.093,94.7412
15,1785337917,1680.9,20260729 23:11:57,23:11:57,15,,1785337909,0.001656558,1.656558277,4.200876415,402.7172913,273.8393857,27.5566766,40.52576341,0.060338036,1.379595928,0.058909397,0.036943913,287.4332933,33.51697335,30.01130667,4.263217486,33.5013743,1.514673342,4.521227482,2.748544144,-73.05422,76.38098187,12.3745166,303.1345718,4.116851759,1.651540431,4.200876415,414.7043534,408.7708,-0.038309299,60.8612438,1.656558277,12.69533364,15.05474848,0.000240307,69.65,47,11,1.003727386,0.372738609,25312.74516,1500.017333,1261.22956,0.840809991,0.191619981,6,0.5,0: Broadleaf,2,TRUE,1785337909,402.8168667,409.7146667,15.05178667,12.70678667,416.6416,15.99562,414.6393333,100.5308,0.10000054,31.03825333,30.01130667,999.9,0,0,4999.166667,0,29.93624667,-6.897738667,408.9724667,414.9876667,2.344998,409.7146667,12.70678667,1.513166667,1.277422,13.10186,10.53576,1500.017333,0.973001667,0.026998487,0,2.12158,0,11659.26667,12844.05333,41.687,43.5704,42.6208,42.42873333,41.79133333,1459.517333,40.5,0,1785337914,0,1785336093,22:41:33,1785336080,1785336093,1,0.501,-0.914,-13.825,-0.944,430,13,0.07,0.14,-6.205237143,-11.40611844,1.681941796,0,2.373658095,-0.312661558,0.059147996,0,0,2,0/2,2.99007,2.75949,0.0936297,0.0935829,0.0819931,0.0687439,32202.1,23169.2,33633.7,25840.6,39484.4,32589.5,49118.3,40359.5,1.73088,2.68745,0.132456,0,27.822,999.9,61.696,29.235,25.0182,28.98,-100,3,0.150473,0,20.2439,5.20456,11.956,4.9695,3.294,7163.4,9999,131.2,9999,4.97356,1.87287,1.87072,1.87229,1.87286,1.87378,1.87328,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.825,-0.9438,-13.8248,0,0,0,-0.943836364,0,0,0,-1,-1,-1,-1,30.6,30.4,0.15625,4.99756,2.64526,2.75513,2.8479,2.24243,32.5761,15.8307,2,352.844,1256.3,29.2437,29.4734,30.0003,29.4026,29.3255,-1,40,10,-999.9,400,20,102.082,94.736
16,1785338037,1800.9,20260729 23:13:57,23:13:57,15,,1785338029,0.001646891,1.646890835,4.496456298,399.7154171,262.3882532,26.40497657,40.22465219,0.059953676,1.378585353,0.058541943,0.036712784,287.4316467,33.55379794,30.05920667,4.274960124,33.68353343,1.525554768,4.529081756,2.749405356,-72.62788583,75.02835533,12.16899716,302.0011133,4.533133554,1.63829863,4.496456298,412.9697637,406.1084303,0.046952906,60.8612438,1.646890835,12.74060528,15.1307497,-0.006648764,69.65,47,11,1.003732112,0.373211168,25280.81327,1500.008667,1261.22228,0.840809995,0.191619991,6,0.5,0: Broadleaf,2,TRUE,1785338029,399.8221333,407.3011333,15.15955333,12.83489333,413.6468667,16.10338667,414.8661333,100.5332,0.10002672,31.06870667,30.05920667,999.9,0,0,4994.042,0,40.68654,-7.479115333,405.9764667,412.5968667,2.324649333,407.3011333,12.83489333,1.524038667,1.290333333,13.21148667,10.68632667,1500.008667,0.973001333,0.02699884,0,2.099786667,0,11635.42,12843.98,41.687,43.4958,42.562,42.3162,41.7416,1459.508667,40.5,0,1785338034,0,1785336093,22:41:33,1785336080,1785336093,1,0.501,-0.914,-13.825,-0.944,430,13,0.07,0.14,-7.604915714,0.177558701,1.461100932,0,2.289352381,0.907404935,0.104334825,0,0,2,0/2,2.99057,2.75941,0.0931751,0.0929538,0.0823155,0.0691439,32217.1,23184.4,33632.6,25839.7,39467.9,32574,49116.7,40358.7,1.73188,2.6847,0.14063,0,27.7836,999.9,61.5,29.326,25.0693,28.83,-100,3,0.151961,0,20.2442,5.20501,11.9559,4.96965,3.294,7163.4,9999,131.3,9999,4.97357,1.87286,1.87071,1.87229,1.87286,1.87378,1.87331,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.825,-0.9439,-13.8248,0,0,0,-0.943836364,0,0,0,-1,-1,-1,-1,32.6,32.4,0.15625,4.99756,2.64526,2.75635,2.8479,2.27661,32.6426,15.8219,2,353.533,1253.13,29.2352,29.4962,30.0001,29.4368,29.3637,-1,40,10,-999.9,400,20,102.079,94.7337
17,1785338157,1920.9,20260729 23:15:57,23:15:57,15,,1785338149,0.001616658,1.616657675,4.358329839,400.4786974,263.0245593,26.46773951,40.29952896,0.05811487,1.379655946,0.056788378,0.035609395,287.4249333,33.54448962,30.0007,4.260621077,32.66761515,1.477599191,4.5231315,2.783021886,-71.29460345,77.72264908,12.59113384,306.4441128,4.313169982,1.639375765,4.358329839,413.1215685,406.6636,0.015668229,60.8612438,1.616657675,12.50750032,14.73649879,0.010381468,69.65,47,11,1.003727206,0.37272058,25313.96503,1499.973333,1261.1926,0.840810014,0.191620029,6,0.5,0: Broadleaf,2,TRUE,1785338149,400.582,407.7293333,14.68372,12.36197333,414.4068667,15.62756,415.8634667,100.5284,0.099996007,31.04564,30.0007,999.9,0,0,4999.583333,0,37.35284,-7.147303333,406.5515333,412.8326667,2.321741333,407.7293333,12.36197333,1.476132,1.242732,12.72316667,10.122918,1499.973333,0.973,0.02700022,0,2.028633333,0,11606.21333,12843.65333,41.625,43.40393333,42.55373333,42.25413333,41.687,1459.473333,40.5,0,1785338154,0,1785336093,22:41:33,1785336080,1785336093,1,0.501,-0.914,-13.825,-0.944,430,13,0.07,0.14,-6.947488571,-0.855199481,1.008517043,0,2.351015238,-0.863063377,0.102597531,0,0,2,0/2,2.99069,2.75941,0.0932539,0.0927797,0.0807259,0.0680933,32212.2,23188.1,33630.6,25839.1,39540.2,32611.1,49114.3,40358.1,1.73228,2.68735,0.138022,0,27.7582,999.9,59.944,29.437,24.5959,28.89,-100,3,0.153816,0,20.2441,5.20516,11.9559,4.9696,3.294,7163.4,9999,131.3,9999,4.97354,1.87287,1.87071,1.87231,1.87284,1.87378,1.87323,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.825,-0.9438,-13.8248,0,0,0,-0.943836364,0,0,0,-1,-1,-1,-1,34.6,34.4,0.15625,4.99756,2.64526,2.75513,2.8479,2.27295,32.7091,15.8219,2,353.923,1257.76,29.236,29.5222,30.0001,29.4697,29.3984,-1,40,10,-999.9,400,20,102.073,94.7319
18,1785338277,2041,20260729 23:17:57,23:17:57,15,,1785338269,0.001743214,1.743213786,4.417633057,401.4075947,271.7359375,27.34403535,40.39253535,0.063089701,1.378777285,0.0615287,0.03859247,287.4358267,33.4577685,29.96976,4.253055137,32.83969074,1.48337421,4.51701638,2.769680927,-76.87572796,78.20884045,12.67454679,301.4434859,2.21861416,1.832037769,4.417633057,410.162861,405.3015697,-0.273982584,60.8612438,1.743213786,12.06516693,14.64476364,-0.014970212,69.65,46,11,1.00365101,0.365100996,25290.50698,1500.030667,1261.24076,0.840809983,0.191619967,6,0.5,0: Broadleaf,2,TRUE,1785338269,401.5124,405.7658,14.74128,12.14493333,415.3374,15.68512,415.5916667,100.5272,0.100032487,31.02190667,29.96976,999.9,0,0,4995.290667,0,47.85742,-4.253299333,407.5199333,410.7545333,2.596359333,405.7658,12.14493333,1.481901333,1.220897333,12.78260667,9.858465333,1500.030667,0.973000333,0.026999873,0,2.12384,0,11582.3,12844.16667,41.5704,43.375,42.4958,42.229,41.687,1459.530667,40.5,0,1785338274,0,1785336093,22:41:33,1785336080,1785336093,1,0.501,-0.914,-13.825,-0.944,430,13,0.07,0.14,-4.800470952,4.820889351,1.102199291,0,2.579279524,0.315016364,0.056803077,0,0,2,0/2,2.99119,2.7595,0.0930045,0.0924799,0.0802727,0.0668125,32219.9,23196,33629.5,25839.4,39560.4,32657.5,49113.4,40358.6,1.73342,2.68543,0.135846,0,27.7319,999.9,59.217,29.537,24.4382,28.9854,-100,3,0.154588,0,20.2443,5.20067,11.956,4.9697,3.294,7163.4,9999,131.3,9999,4.97354,1.87287,1.87071,1.87229,1.87281,1.87378,1.87325,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.825,-0.9438,-13.8248,0,0,0,-0.943836364,0,0,0,-1,-1,-1,-1,36.6,36.4,0.15625,4.99756,2.64526,2.75513,2.8479,2.24854,32.798,15.8219,2,354.606,1255.45,29.2416,29.5394,30.0002,29.49,29.4211,-1,40,10,-999.9,400,20,102.071,94.7331
19,1785338397,2161,20260729 23:19:57,23:19:57,15,,1785338389,0.001695943,1.695942525,4.264291501,400.4611828,272.1290298,27.38240785,40.29555921,0.06155327,1.379970581,0.060067661,0.037672778,287.4331667,33.44606041,29.93899333,4.245543196,32.95014368,1.485474173,4.508247936,2.760069024,-74.79106533,78.0300262,12.63058397,303.3027115,4.280789134,1.644488175,4.264291501,411.7881549,406.3255818,-0.132401206,60.8612438,1.695942525,12.33526533,14.7563897,-0.001356515,69.65,47,11,1.003725115,0.372511463,25328.1228,1500.016667,1261.229,0.840809991,0.191619982,6,0.5,0: Broadleaf,2,TRUE,1785338389,400.5622,407.6698,14.76278667,12.43270667,414.387,15.70661333,415.6358,100.5228667,0.100017493,30.98782667,29.93899333,999.9,0,0,5001.417333,0,48.29234667,-7.107608667,406.5642,412.8022,2.330074,407.6698,12.43270667,1.483998667,1.249772,12.80426,10.20768667,1500.016667,0.972999333,0.027000913,0,2.159993333,0,11554.94667,12844.04,41.5,43.27893333,42.42046667,42.1124,41.562,1459.516667,40.5,0,1785338394,0,1785336093,22:41:33,1785336080,1785336093,1,0.501,-0.914,-13.825,-0.944,430,13,0.07,0.14,-8.226134762,22.47448286,2.313755827,0,2.27602619,1.144567792,0.120888073,0,0,2,0/2,2.9912,2.75946,0.0931761,0.0923059,0.0807364,0.0674825,32213.7,23200.6,33629.4,25839.5,39538.6,32634,49113,40359.5,1.73323,2.6861,0.140198,0,27.6716,999.9,59.23,29.618,24.5572,29.2254,-100,3,0.154009,0,20.2446,5.20381,11.956,4.9696,3.294,7163.4,9999,131.4,9999,4.97356,1.87287,1.87072,1.87235,1.87286,1.87378,1.8733,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.825,-0.9439,-13.8248,0,0,0,-0.943836364,0,0,0,-1,-1,-1,-1,38.6,38.4,0.15625,4.99756,2.64526,2.75513,2.8479,2.27905,32.8424,15.8132,2,354.553,1256.66,29.2117,29.5368,30.0001,29.4977,29.4313,-1,40,10,-999.9,400,20,102.07,94.7346
20,1785338517,2281,20260729 23:21:57,23:21:57,15,,1785338509,0.001488198,1.488198129,4.955505535,399.3161809,236.20384,23.76654699,40.17871503,0.054241637,1.380921828,0.053085208,0.033280102,287.42468,33.6095043,30.03227333,4.26835398,33.79777012,1.52885236,4.523530264,2.73950162,-65.62953748,75.55852929,12.23132352,309.5849953,7.077593219,1.549309966,4.955505535,419.1943356,408.5323212,0.584687002,60.8612438,1.488198129,13.18628869,15.23440848,0.010459537,69.65,47,11,1.003721752,0.372175168,25350.9242,1499.972,1261.19148,0.840810015,0.19162003,6,0.5,0: Broadleaf,2,TRUE,1785338509,399.4334667,410.5178,15.1945,12.99788667,413.2583333,16.13834667,415.1912,100.5188,0.10000022,31.04718667,30.03227333,999.9,0,0,5006.333333,0,16.91731333,-11.08423867,405.5963333,415.9245333,2.196630667,410.5178,12.99788667,1.527332667,1.30653,13.24453333,10.87288,1499.972,0.972998667,0.027001587,0,2.090673333,0,11521.71333,12843.62667,41.6082,43.3246,42.5,42.1622,41.62913333,1459.472,40.5,0,1785338514,0,1785336093,22:41:33,1785336080,1785336093,1,0.501,-0.914,-13.825,-0.944,430,13,0.07,0.14,-9.773061905,-29.85106286,3.213098706,0,2.32064,-2.435980519,0.253409367,0,0,2,0/2,2.99044,2.75944,0.0936629,0.094555,0.0827786,0.0714053,32192.1,23138.5,33625,25834.4,39439.1,32486.6,49107.9,40352.6,1.73115,2.68642,0.141751,0,27.7436,999.9,61.311,29.698,25.5383,28.9854,-100,3,0.158397,0,20.2446,5.20411,11.956,4.96975,3.294,7163.4,9999,131.4,9999,4.97355,1.87286,1.87073,1.87231,1.87285,1.87378,1.87327,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.825,-0.9438,-13.8248,0,0,0,-0.943836364,0,0,0,-1,-1,-1,-1,40.6,40.4,0.15625,4.99756,2.64526,2.75513,2.8479,2.26807,32.9092,15.7781,2,353.746,1257.93,29.2587,29.5757,30.0004,29.5332,29.4666,-1,40,10,-999.9,400,20,102.059,94.7175
21,1785338637,2401,20260729 23:23:57,23:23:57,15,,1785338629,0.00172249,1.722489864,4.304348282,403.0026539,275.8589518,27.75772193,40.55128729,0.062854842,1.380172279,0.061306813,0.038452667,287.4293667,33.44276578,29.99314667,4.258772935,33.53436834,1.51272881,4.510980479,2.746044125,-75.96180302,74.80270556,12.11028771,298.3805569,4.0032565,1.736065944,4.304348282,413.4753398,408.4336303,-0.215884758,60.8612438,1.722489864,12.43453939,14.96318303,-0.011482193,69.65,46,11,1.003644851,0.364485088,25333.08753,1499.996667,1261.2122,0.840810002,0.191620004,6,0.5,0: Broadleaf,2,TRUE,1785338629,403.1046,409.8804,15.03364667,12.57154,416.9294667,15.97747333,415.1717333,100.5228667,0.10001236,30.99845333,29.99314667,999.9,0,0,5002.416667,0,20.66230667,-6.775717333,409.2574,415.0989333,2.462107333,409.8804,12.57154,1.511223333,1.263726,13.08215333,10.3735,1499.996667,0.972999333,0.0270009,0,2.142926667,0,11509.00667,12843.85333,41.625,43.3708,42.5,42.208,41.687,1459.496667,40.5,0,1785338634,0,1785336093,22:41:33,1785336080,1785336093,1,0.501,-0.914,-13.825,-0.944,430,13,0.07,0.14,-7.381044286,13.48883922,1.489791959,0,2.36009381,1.785663896,0.184917752,0,0,2,0/2,2.99065,2.75946,0.0935263,0.0930011,0.0815287,0.0675403,32192.7,23176.6,33620.8,25833,39492.8,32623.7,49102.2,40350.4,1.7318,2.6832,0.142604,0,27.6588,999.9,59.608,29.759,24.9159,29.2854,-100,3,0.162459,0,20.2442,5.20396,11.9559,4.96955,3.294,7163.4,9999,131.4,9999,4.9736,1.87286,1.87073,1.87231,1.87284,1.87378,1.87324,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.825,-0.9438,-13.8248,0,0,0,-0.943836364,0,0,0,-1,-1,-1,-1,42.6,42.4,0.15625,4.99756,2.64526,2.75513,2.8479,2.25464,32.9315,15.7781,2,354.288,1253.92,29.2478,29.6196,30.0002,29.5714,29.4988,-1,40,10,-999.9,400,20,102.046,94.7123
22,1785338757,2521,20260729 23:25:57,23:25:57,15,,1785338749,0.001679137,1.679137097,4.352170738,398.8526821,265.6954243,26.73466431,40.13314341,0.060220883,1.381150411,0.058799277,0.036874478,287.4319,33.5263365,30.06376667,4.276079471,32.79870461,1.484879761,4.527251241,2.79119971,-74.049946,74.3002425,12.02837095,299.7105675,2.526190203,1.728908992,4.352170738,408.4880631,403.1860182,-0.18100585,60.8612438,1.679137097,12.11587972,14.65418909,-0.022900768,69.65,46,11,1.00364151,0.364150987,25356.24569,1500.01,1261.2234,0.840809995,0.191619989,6,0.5,0: Broadleaf,2,TRUE,1785338749,398.9556667,403.5800667,14.75708667,12.30972,412.7803333,15.70092,416.069,100.5214667,0.100003887,31.06161333,30.06376667,999.9,0,0,5007.333333,0,28.91366,-4.624468,404.9312,408.6103333,2.447356,403.5800667,12.30972,1.483405333,1.237393333,12.79809333,10.055766,1500.01,0.972999667,0.027000573,0,2.091146667,0,11469.44667,12843.96,41.6912,43.437,42.5662,42.3162,41.75,1459.51,40.5,0,1785338754,0,1785336093,22:41:33,1785336080,1785336093,1,0.501,-0.914,-13.825,-0.944,430,13,0.07,0.14,-5.286150952,8.279561299,1.659668124,0,2.366924762,1.731589091,0.284616216,0,0,2,0/2,2.99088,2.75942,0.0925906,0.0918872,0.0803283,0.0684823,32221.9,23202.6,33617,25830.4,39543.9,32586.2,49096.7,40347.2,1.73177,2.6822,0.141632,0,27.7547,999.9,58.729,29.809,24.618,28.5054,-100,3,0.166199,0,20.2449,5.20471,11.9559,4.96925,3.294,7163.4,9999,131.5,9999,4.97355,1.87287,1.87073,1.87232,1.87284,1.87378,1.87326,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.824,-0.9438,-13.8248,0,0,0,-0.943836364,0,0,0,-1,-1,-1,-1,44.6,44.4,0.15625,4.99756,2.64526,2.75513,2.8479,2.24854,32.9983,15.7694,2,354.523,1253.41,29.2798,29.6682,30.0003,29.6135,29.5424,-1,40,10,-999.9,400,20,102.035,94.7039
