obs,time,elapsed,date,hhmmss,averaging,kam,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccH2O_hum,AccCO2_soda,AccH2O_des,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
44,1784216508,5869,20260716 23:41:48,23:41:48,15,,1784216500,0.000885806,0.885806386,0.349362108,418.132968,359.2055272,36.4800647,42.46459637,0.01895611,1.389524611,0.018813608,0.011771219,287.4194867,40.01665775,37.81708,6.591569166,31.59486512,2.012455311,6.369564495,4.579113855,-39.06406161,-47.1905967,-8.126331479,193.0384969,-4.13081253,1.015599585,0.349362108,418.3293223,421.7694485,-0.737305614,60.79674715,0.885806386,18.43689088,19.6949497,-0.016609169,69.65,43,10,1.003443885,0.344388533,25057.79547,1499.944667,1261.16852,0.84081003,0.19162006,6,0.5,0: Broadleaf,2,TRUE,1784216500,418.1413333,413.222,19.81589333,18.49412667,431.4838667,20.23328667,450.3014,101.4576,0.100037453,37.18713333,37.81708,999.9,0,0,5002.291333,0,36.60126,4.919338,426.5949333,421.0085333,1.321766667,413.222,18.49412667,2.010472,1.87637,17.52694,16.43784,1499.944667,0.973001667,0.02699796,0,1.994053333,0,15784.06,12843.42,48.12913333,49.93286667,49.062,48.65806667,48.062,1459.444667,40.5,0,1784216506,0,1784215309,23:21:49,1784215291,1784215309,4,0.224,-0.519,-13.306,-0.669,421,19,0.58,0.15,3.54087515,27.28461253,2.908267635,0,1.2810085,0.526601053,0.083067455,0,0,2,0/2,3.024,2.75963,0.0948699,0.0923178,0.0980614,0.09061,31786.4,22945.8,33270.3,25579.4,38392.7,31468.7,48645.6,39997.6,1.75168,2.56728,0.227243,0,34.1526,999.9,55.439,36.588,33.681,28.7401,-100,3,0.571143,0,20.2439,5.20411,11.956,4.968,3.294,9999,7158,9999,113.9,4.97382,1.87306,1.87101,1.87241,1.87292,1.87367,1.87332,1.87774,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.294,-0.4457,-9.380287889,-0.010281863,2.60765E-06,-1.39012E-10,-1.648918624,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,20.3,20,0.155029,4.99756,2.64526,2.73926,2.8479,2.26318,39.6167,15.1127,2,394.344,1189.99,35.0693,34.6925,30.0004,34.558,34.4517,-1,40,10,-999.9,400,20,101.051,93.8444
45,1784216628,5989,20260716 23:43:48,23:43:48,15,,1784216620,0.000836348,0.836347839,1.07361419,408.4940683,283.9070788,28.8326648,41.48530777,0.0176118,1.389101,0.017488685,0.010941418,287.43836,40.18685838,37.96124,6.643307605,31.04555286,1.993147647,6.420074578,4.650159958,-36.8829397,-47.11480101,-8.127094805,195.3135245,2.698636494,0.856400681,1.07361419,420.7638712,418.1988303,0.209681328,60.79674715,0.836347839,18.54032245,19.62987636,0.000126079,69.65,43,10,1.003447162,0.344716182,25034.06002,1500.044,1261.25196,0.840809976,0.191619952,6,0.5,0: Broadleaf,2,TRUE,1784216620,408.5198,412.5612667,19.62596,18.51340667,421.7834,20.08304,451.2058667,101.4567333,0.099962327,37.33211333,37.96124,999.9,0,0,5000.25,0,33.86299333,-4.041411333,416.6979333,420.3432667,1.112546,412.5612667,18.51340667,1.991188667,1.878312,17.37444,16.45418,1500.044,0.973002667,0.02699694,0,2.005286667,0,15677.1,12844.27333,48.187,50.00826667,49.18286667,48.75,48.187,1459.544,40.5,0,1784216626,0,1784215309,23:21:49,1784215291,1784215309,4,0.224,-0.519,-13.306,-0.669,421,19,0.58,0.15,-3.932964,-3.613172932,0.984403568,0,1.1177345,-0.227890376,0.028593297,0,0,2,0/2,3.02417,2.75951,0.0945237,0.0943582,0.0979086,0.091395,31793.6,22891.2,33265.4,25576.3,38394.3,31437.7,48639,39993.3,1.75152,2.56448,0.232134,0,34.249,999.9,55.384,36.648,33.7593,29.0401,-100,3,0.576745,0,20.2438,5.20381,11.956,4.9691,3.294,9999,7158,9999,113.9,4.97379,1.87303,1.87099,1.87241,1.87287,1.87363,1.87332,1.87771,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.278,-0.4551,-9.380287889,-0.010281863,2.60765E-06,-1.39012E-10,-1.648918624,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,22.3,22,0.155029,4.99756,2.64526,2.73926,2.8479,2.27661,39.6418,15.0952,2,394.652,1187.27,35.1526,34.761,30.0003,34.6225,34.5156,-1,40,10,-999.9,400,20,101.037,93.8339
46,1784216748,6109,20260716 23:45:48,23:45:48,15,,1784216740,0.000842138,0.84213845,0.826430669,402.4959302,300.746336,30.54282064,40.8761788,0.017759158,1.389295198,0.017633999,0.011032421,287.4314267,40.18664372,37.96402,6.644308789,31.15851387,2.000740431,6.421167707,4.643568358,-37.13830567,-47.09542248,-8.122848204,195.0748503,-1.160643662,0.871947309,0.826430669,409.3908921,408.9459515,-0.127241549,60.79674715,0.84213845,18.57172919,19.67744303,-0.001697348,69.65,44,10,1.003526865,0.352686468,25039.34007,1500.010667,1261.22366,0.840809794,0.191619588,6,0.5,0: Broadleaf,2,TRUE,1784216740,402.5157333,401.4468,19.70071333,18.57059333,415.73,20.14222667,452.1846667,101.4566667,0.100083933,37.33524,37.96402,999.9,0,0,5001.208667,0,32.23158,1.069089067,410.6050667,409.0427333,1.130118,401.4468,18.57059333,1.998766667,1.88411,17.43456667,16.50263333,1500.010667,0.973004067,0.026995527,0,2.102493333,0,15570.6,12843.98667,48.3162,50.125,49.25,48.875,48.2748,1459.520667,40.49,0,1784216746,0,1784215309,23:21:49,1784215291,1784215309,4,0.224,-0.519,-13.306,-0.669,421,19,0.58,0.15,1.3365733,-14.62350812,1.942699986,0,1.123702,0.011732932,0.022071182,1,1,2,1/2,3.02581,2.75951,0.0928516,0.0919798,0.0980164,0.0913219,31847.6,22947.8,33260.9,25572.7,38385,31435.2,48633.2,39988.2,1.75403,2.56397,0.221387,0,34.3926,999.9,55.298,36.719,33.8381,28.9501,-100,3,0.582792,0,20.2437,5.20486,11.956,4.9693,3.294,9999,7158,9999,114,4.97377,1.87304,1.87099,1.87241,1.87288,1.87363,1.87332,1.87773,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.199,-0.4466,-9.380287889,-0.010281863,2.60765E-06,-1.39012E-10,-1.648918624,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,24.3,24,0.155029,4.99756,2.64526,2.73926,2.8479,2.26562,39.692,15.0426,2,396.418,1187.77,35.2397,34.8277,30.0003,34.6872,34.5783,-1,40,10,-999.9,400,20,101.024,93.8214
47,1784216868,6229,20260716 23:47:48,23:47:48,15,,1784216860,0.000872998,0.872997853,0.202994854,417.2488602,369.4289847,37.51726893,42.37360453,0.018396439,1.387929615,0.018262043,0.01142577,287.4337185,40.25969806,38.0045,6.65890202,31.17770183,2.011421177,6.451473518,4.647480844,-38.49920531,-43.60563554,-7.532957956,197.7959197,-4.10329959,0.920020881,0.202994854,417.8152156,421.1714727,-0.689296722,60.78179436,0.872997853,18.58864999,19.75861152,-0.006261584,69.65,43,9,1.003452767,0.345276653,24993.56305,1500.022667,1261.233746,0.840809792,0.191619583,6,0.5,0: Broadleaf,2,TRUE,1784216860,417.2537333,412.3515333,19.80627333,18.61736,430.5887333,20.22572667,453.5064,101.4548,0.099952013,37.42174,38.0045,999.9,0,0,4994.583333,0,26.61926667,4.902040667,425.6849333,420.1743333,1.188909333,412.3515333,18.61736,2.009444,1.888823333,17.51892667,16.54188,1500.022667,0.973003667,0.026995887,0,2.09566,0,15467.59333,12844.10667,48.375,50.17873333,49.312,49,48.375,1459.525333,40.49,0,1784216866,0,1784215309,23:21:49,1784215291,1784215309,4,0.224,-0.519,-13.306,-0.669,421,19,0.58,0.15,4.2848265,15.05797128,1.874657021,0,1.1730045,0.237719549,0.033860643,0,0,2,0/2,3.02614,2.75946,0.0947302,0.0919385,0.0982154,0.0909777,31777.9,22946.3,33257.2,25570.2,38373.4,31443.9,48628.5,39984.7,1.75432,2.56375,0.221878,0,34.417,999.9,55.213,36.759,33.8648,28.8601,-100,3,0.587917,0,20.2435,5.20411,11.9562,4.9681,3.294,9999,7158,9999,114,4.97378,1.87305,1.87102,1.87241,1.87288,1.87364,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.29,-0.4317,-9.380287889,-0.010281863,2.60765E-06,-1.39012E-10,-1.648918624,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,26.3,26,0.155029,4.99756,2.64526,2.73926,2.8479,2.26074,39.7422,15.0602,2,396.943,1188.56,35.2994,34.8912,30,34.7465,34.6347,-1,40,10,-999.9,400,20,101.013,93.8128
48,1784216988,6349,20260716 23:49:48,23:49:48,15,,1784216980,0.000782048,0.782048345,0.935663321,415.0213359,295.389116,29.99760857,42.14660225,0.01631966,1.390383024,0.016213986,0.010143179,287.4289095,40.27899083,37.95832,6.642256143,30.28238667,1.95130903,6.44370951,4.690947113,-34.488332,-41.87971846,-7.219654452,203.8412046,-1.397391147,0.855260384,0.935663321,421.0503174,421.0559818,-0.24046636,60.78179436,0.782048345,18.15740414,19.18274303,-0.001496255,69.65,43,9,1.003442855,0.34428553,25065.26652,1499.997333,1261.212468,0.840809807,0.191619614,6,0.5,0: Broadleaf,2,TRUE,1784216980,415.0437333,413.6689333,19.21471333,18.1072,428.3606667,19.75664667,452.8482,101.4528,0.100056707,37.39961333,37.95832,999.9,0,0,5006.752,0,32.18281333,1.374838667,423.1750667,421.2975333,1.107512667,413.6689333,18.1072,1.949385333,1.837026,17.03907333,16.10542,1499.997333,0.973003,0.026996573,0,1.961146667,0,15361.56667,12843.90667,48.375,50.125,49.25,48.9496,48.3708,1459.497333,40.49,0,1784216986,0,1784215309,23:21:49,1784215291,1784215309,4,0.224,-0.519,-13.306,-0.669,421,19,0.58,0.15,2.706648,-21.72401269,2.867810196,0,1.119511,-0.564201203,0.071445764,0,0,2,0/2,3.02647,2.75951,0.094917,0.09297,0.0964919,0.0897533,31769.9,22920.1,33255.9,25570.1,38446.6,31486.1,48627.2,39984.4,1.75513,2.56203,0.220343,0,34.3982,999.9,54.242,36.84,33.4175,28.9201,-100,3,0.589649,0,20.2437,5.20456,11.9562,4.96925,3.294,9999,7158,9999,114,4.97378,1.87304,1.87103,1.87241,1.8729,1.87363,1.87332,1.87772,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.299,-0.5478,-9.380287889,-0.010281863,2.60765E-06,-1.39012E-10,-1.648918624,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,28.3,28,0.155029,4.99756,2.64526,2.73926,2.8479,2.23389,39.7673,15.0339,2,397.567,1186.79,35.3221,34.9167,30.0002,34.7765,34.6692,-1,40,10,-999.9,400,20,101.01,93.8123
49,1784217108,6469.1,20260716 23:51:48,23:51:48,15,,1784217100,0.00067494,0.674940321,1.18412252,391.9979084,231.5522352,23.51468994,39.80833641,0.013973238,1.390483638,0.013895694,0.00869174,287.4261958,40.33154602,37.97179375,6.647109108,29.83909624,1.922639296,6.443356329,4.724469812,-29.76486817,-42.96828669,-7.407223139,207.2858178,4.842252413,0.491000306,1.18412252,410.2346219,404.4691273,0.788942459,60.78179436,0.674940321,18.50539934,19.17387091,0.034646792,69.65,43,10,1.003442447,0.344244705,25068.22882,1499.983125,1261.200526,0.84080981,0.19161962,6,0.5,0: Broadleaf,2,TRUE,1784217100,392.02625,398.6824375,18.93248125,18.29576875,405.153375,19.53173125,452.3423125,101.452375,0.100045438,37.39860625,37.97179375,999.9,0,0,5007.268125,0,78.58338125,-6.656173125,399.591875,406.1135625,0.636696438,398.6824375,18.29576875,1.92074625,1.85615125,16.80534375,16.267075,1499.983125,0.973003125,0.026996444,0,2.01648125,0,15255.325,12843.7625,48.378875,50.125,49.25,48.9409375,48.367125,1459.491875,40.49,0,1784217106,0,1784215309,23:21:49,1784215291,1784215309,4,0.224,-0.519,-13.306,-0.669,421,19,0.58,0.15,-4.793180467,-32.70050883,3.389854491,0,0.716122286,-1.299711273,0.139132963,0,0,2,0/2,3.02567,2.75949,0.0922583,0.0925601,0.0965474,0.09133,31862,22929.3,33254.7,25569,38442.2,31430.2,48625.3,39983.2,1.75303,2.5579,0.226308,0,34.3421,999.9,54.194,36.9,33.4992,29.4383,-100,3,0.591077,0,20.2437,5.20396,11.956,4.9677,3.294,9999,7158,9999,114.1,4.97383,1.87306,1.87103,1.87241,1.8729,1.87364,1.87332,1.87774,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.173,-0.5434,-9.380287889,-0.010281863,2.60765E-06,-1.39012E-10,-1.648918624,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,30.3,30,0.155029,4.99756,2.64526,2.74048,2.8479,2.24365,39.8177,15.0339,2,396.594,1181.58,35.3322,34.9393,30.0002,34.8067,34.7008,-1,40,10,-999.9,400,20,101.006,93.8089
50,1784217228,6589.1,20260716 23:53:48,23:53:48,15,,1784217220,0.000839673,0.839673147,1.028610362,429.890689,307.8843995,31.26656381,43.65666035,0.017657496,1.387504402,0.017533602,0.01096956,287.42332,40.35401995,38.08386667,6.687594816,31.38161441,2.03310326,6.478644576,4.654491556,-37.02958578,-43.75036027,-7.565993441,199.0773805,4.497410175,0.84694952,1.028610362,445.7967879,442.2587333,0.40763742,60.78179436,0.839673147,18.91806123,20.00941515,-0.000196201,69.65,43,9,1.003455298,0.345529775,24975.31669,1499.968,1261.18782,0.840809817,0.191619635,6,0.5,0: Broadleaf,2,TRUE,1784217220,429.9154,436.3356,20.02013333,18.92439333,443.3538,20.39458,452.8868667,101.4529333,0.099999707,37.49899333,38.08386667,999.9,0,0,4992.584,0,103.2086667,-6.420278,438.6982,444.7522667,1.095752,436.3356,18.92439333,2.031102,1.919934667,17.6889,16.79902667,1499.968,0.973003,0.02699658,0,1.98454,0,15151.94,12843.62,48.5,50.25,49.375,49.0956,48.4958,1459.478,40.49,0,1784217226,0,1784215309,23:21:49,1784215291,1784215309,4,0.224,-0.519,-13.306,-0.669,421,19,0.58,0.15,-7.616965,18.00646737,2.878378832,0,1.092499,0.023285414,0.009069123,1,1,2,1/2,3.02613,2.75948,0.0984814,0.0976357,0.0989759,0.0924419,31638.7,22798,33249.8,25565.7,38334.6,31388.5,48619.2,39978.8,1.75355,2.5598,0.227842,0,34.3945,999.9,55.286,36.94,34.2469,29.4083,-100,3,0.596202,0,20.2438,5.20426,11.9566,4.9692,3.294,9999,7158,9999,114.1,4.97383,1.87305,1.87103,1.87241,1.87288,1.87364,1.87332,1.87773,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.473,-0.3769,-9.380287889,-0.010281863,2.60765E-06,-1.39012E-10,-1.648918624,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,32.3,32,0.155029,4.99756,2.64526,2.73926,2.8479,2.25952,39.868,15.0251,2,397.201,1185.23,35.3995,34.9965,30.0003,34.859,34.7512,-1,40,10,-999.9,400,20,100.993,93.7979
51,1784217348,6709.1,20260716 23:55:48,23:55:48,15,,1784217340,0.000768078,0.768078329,0.848202372,408.9048812,297.9474527,30.25812313,41.52643069,0.016235133,1.389805559,0.016130504,0.010090909,287.4306667,40.31058386,37.97565333,6.648499816,31.2950233,2.019155681,6.452002486,4.629344135,-33.87225431,-41.39028329,-7.139657179,205.0284719,2.836634175,0.691803617,0.848202372,421.5991441,419.1446303,0.248526642,60.78179436,0.768078329,19.04920651,19.96759152,0.012958201,69.65,43,9,1.003445399,0.344539875,25046.82635,1500.006667,1261.2203,0.840809796,0.191619593,6,0.5,0: Broadleaf,2,TRUE,1784217340,408.9252,413.0426,19.88234,18.98774,422.1918667,20.28581333,453.1680667,101.4552,0.100033507,37.42324667,37.97565333,999.9,0,0,5003.792,0,34.24721333,-4.117368,417.2206667,421.0372,0.894609067,413.0426,18.98774,2.017166667,1.926407333,17.57970667,16.85200667,1500.006667,0.973003667,0.0269959,0,2.033813333,0,15044.11333,12843.96,48.562,50.26653333,49.437,49.1498,48.5,1459.516667,40.49,0,1784217346,0,1784215309,23:21:49,1784215291,1784215309,4,0.224,-0.519,-13.306,-0.669,421,19,0.58,0.15,-4.2528735,0.85539203,0.615653644,0,0.8993444,-0.102900541,0.020981547,0,0,2,0/2,3.02651,2.75946,0.0946048,0.0940944,0.0988723,0.092887,31772.9,22886.4,33248,25564.7,38336.5,31371,48616.8,39977.3,1.7538,2.55877,0.224974,0,34.3575,999.9,55.201,37.011,34.3252,29.1683,-100,3,0.598735,0,20.2436,5.20411,11.9566,4.96915,3.29402,9999,7158,9999,114.1,4.97378,1.87304,1.87103,1.87241,1.87293,1.87364,1.87332,1.87774,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.286,-0.3836,-9.380287889,-0.010281863,2.60765E-06,-1.39012E-10,-1.648918624,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,34.3,34,0.155029,4.99756,2.64526,2.73926,2.8479,2.26562,39.9437,14.9989,2,397.552,1184.46,35.4174,35.0264,30.0003,34.894,34.7859,-1,40,10,-999.9,400,20,100.988,93.7943
52,1784217468,6829.1,20260716 23:57:48,23:57:48,15,,1784217460,0.000814654,0.814654279,1.240110177,399.4209232,255.0214082,25.89936024,40.56422733,0.016790531,1.389294802,0.016678607,0.010434123,287.4346063,40.48710514,38.21388667,6.734831747,30.46909996,1.987339904,6.522476562,4.747491844,-35.92625368,-44.25521392,-7.65281374,199.6003249,1.507148604,0.878161051,1.240110177,409.3533491,407.1684424,0.096746327,60.78179436,0.814654279,18.38915803,19.50859576,-0.010029292,69.65,43,9,1.003449646,0.344964563,25016.09698,1500.027333,1261.237666,0.84080979,0.191619579,6,0.5,0: Broadleaf,2,TRUE,1784217460,399.4506667,401.9066667,19.5686,18.43129333,412.6394,20.03760667,452.6260667,101.4575333,0.10005912,37.62302667,38.21388667,999.9,0,0,5001.164,0,30.11558,-2.455852533,407.4235333,409.4534667,1.137302,401.9066667,18.43129333,1.985379333,1.869990667,17.32819333,16.38438,1500.027333,0.973003667,0.026995893,0,2.020246667,0,14939.23333,12844.15333,48.55786667,50.25826667,49.437,49.125,48.5372,1459.529333,40.49,0,1784217466,0,1784215309,23:21:49,1784215291,1784215309,4,0.224,-0.519,-13.306,-0.669,421,19,0.58,0.15,-3.127482762,10.79722426,3.581315972,0,1.085007619,0.762856442,0.093159306,0,0,2,0/2,3.02608,2.75944,0.092703,0.0940525,0.0974381,0.0908737,31835.3,22885.1,33243.9,25562.3,38393.5,31437.7,48611.3,39973.8,1.75325,2.55903,0.235695,0,34.4399,999.9,54.181,37.061,33.781,28.6883,-100,3,0.60331,0,20.2435,5.20441,11.9565,4.9691,3.29405,9999,7158,9999,114.2,4.97384,1.87308,1.87102,1.87241,1.8729,1.87365,1.87332,1.87773,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.195,-0.4818,-9.380287889,-0.010281863,2.60765E-06,-1.39012E-10,-1.648918624,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,36.3,36,0.155029,4.99756,2.64526,2.73926,2.8479,2.23022,39.9942,14.9814,2,397.501,1185.66,35.4694,35.0721,30.0003,34.9357,34.8302,-1,40,10,-999.9,400,20,100.976,93.7859
53,1784217588,6949.1,20260716 23:59:48,23:59:48,15,,1784217580,0.0008015,0.801500438,0.697904168,413.9665288,317.4054636,32.23450245,42.04088025,0.016513518,1.389468304,0.016405256,0.010262953,287.4321899,40.53525954,38.26563333,6.753711949,30.6855017,2.006032775,6.537396046,4.747679174,-35.34616932,-44.98685879,-7.781882417,199.3172794,-4.283301325,0.896679424,0.697904168,417.9084865,418.3737879,-0.267301697,60.78179436,0.801500438,18.61125437,19.69197394,-0.00699371,69.65,43,9,1.003449424,0.344942421,25017.69719,1500.014667,1261.227022,0.840809793,0.191619586,6,0.5,0: Broadleaf,2,TRUE,1784217580,413.9832667,408.8316,19.75292667,18.59515333,427.2916667,20.18351333,453.9152667,101.4562,0.100030567,37.66508,38.26563333,999.9,0,0,5002.083333,0,34.85898,5.1515168,422.3256,416.5781333,1.157761333,408.8316,18.59515333,2.004058,1.886594,17.47639333,16.52335333,1500.014667,0.973003667,0.026995887,0,2.03628,0,14831.36667,12844.02667,48.5124,50.28306667,49.4246,49.1622,48.54133333,1459.522667,40.49,0,1784217586,0,1784215309,23:21:49,1784215291,1784215309,4,0.224,-0.519,-13.306,-0.669,421,19,0.58,0.15,5.1462036,-19.56050779,3.593520422,0,1.16797,-0.451955188,0.051473147,0,0,2,0/2,3.02717,2.75938,0.0943297,0.0923107,0.0979876,0.0913554,31778.1,22928.9,33243.8,25562.2,38370.3,31420.6,48611.3,39973.9,1.75497,2.55798,0.225868,0,34.6148,999.9,54.352,37.132,34.0202,28.6883,-100,3,0.603913,0,20.2436,5.19932,11.956,4.9693,3.294,9999,7158,9999,114.2,4.97381,1.87308,1.871,1.87241,1.87288,1.87364,1.87332,1.87774,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.273,-0.4439,-9.380287889,-0.010281863,2.60765E-06,-1.39012E-10,-1.648918624,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,38.3,38,0.155029,4.99756,2.64526,2.73804,2.8479,2.25952,40.0447,14.9726,2,398.609,1184.61,35.5301,35.0927,30.0001,34.961,34.8524,-1,40,10,-999.9,400,20,100.976,93.786
54,1784217708,7069.1,20260717 00:01:48,00:01:48,15,,1784217700,0.000853369,0.853369281,0.685131955,413.3277456,320.6723236,32.56539774,41.97488039,0.017341613,1.388577819,0.017222188,0.010774529,287.429454,40.62954406,38.42797333,6.81324137,30.38881138,1.999546496,6.579877282,4.813694874,-37.63358529,-48.18104342,-8.351096897,193.2637284,0.558936203,0.829032188,0.685131955,421.7749557,421.3399879,-0.092907226,60.78179436,0.853369281,18.48001366,19.6511897,-0.010669764,69.65,43,9,1.003454248,0.345424833,24982.87822,1500,1261.214727,0.840809818,0.191619636,6,0.5,0: Broadleaf,2,TRUE,1784217700,413.3442,414.5345333,19.68958667,18.61810667,426.6472667,20.13342,453.4970667,101.4535333,0.099969533,37.78436667,38.42797333,999.9,0,0,4997.834,0,31.21019333,-1.190460533,421.6460667,422.3992,1.071481133,414.5345333,18.61810667,1.997576667,1.888872667,17.42513333,16.54198,1500,0.973003067,0.026996567,0,1.966946667,0,14722.26,12843.9,48.562,50.3414,49.479,49.1374,48.562,1459.500667,40.49066667,0,1784217706,0,1784215309,23:21:49,1784215291,1784215309,4,0.224,-0.519,-13.306,-0.669,421,19,0.58,0.15,-3.4360509,44.08037991,5.071320222,0,1.01868255,1.474438782,0.15344841,0,0,2,0/2,3.02621,2.75939,0.0948244,0.0926977,0.0978223,0.0906525,31758.3,22917.9,33241.3,25561,38375.2,31443.6,48608.3,39972.2,1.75312,2.5572,0.230744,0,34.7232,999.9,53.858,37.192,33.8223,29.2883,-100,3,0.606377,0,20.2434,5.20351,11.956,4.96825,3.294,9999,7158,9999,114.2,4.97378,1.87306,1.87101,1.87241,1.87288,1.87365,1.87332,1.87772,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.297,-0.4545,-9.380287889,-0.010281863,2.60765E-06,-1.39012E-10,-1.648918624,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,40.3,40,0.155029,4.99756,2.64526,2.73926,2.8479,2.27783,40.1206,14.9638,2,397.742,1184.08,35.5941,35.1154,30.0002,34.9866,34.8809,-1,40,10,-999.9,400,20,100.969,93.7818
