obs,time,elapsed,date,hhmmss,averaging,kam,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccH2O_des,CO2_hrs,AccH2O_hum,AccCO2_soda,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
11,1786546736,1212.1,20260812 22:58:56,22:58:56,15,,1786546728,0.001021158,1.021158104,4.223069857,405.0532762,200.0622155,20.31422768,41.1289281,0.035807072,1.388251142,0.035301792,0.022108423,287.4360877,35.25233423,32.99732667,5.051348161,45.25871935,2.219319521,4.903628632,2.832028641,-45.03307241,-39.4569392,-6.492275609,196.4538005,8.080992618,1.002759265,4.223069857,428.1047512,418.5078061,0.590831633,60.8541089,1.021158104,20.4941647,21.89062788,0.005040104,69.65,58,14,1.004586321,0.458632139,25408.60168,1500.032667,1261.242381,0.840809943,0.191619885,6,0.5,0: Broadleaf,2,TRUE,1786546728,405.153,417.2506667,21.8567,20.45906667,419.3866,22.19785333,419.1074667,101.4395333,0.100018407,32.47013333,32.99732667,999.9,0,0,4996.916667,0,48.37905333,-12.09768733,414.2062667,425.9656667,1.397631333,417.2506667,20.45906667,2.217131333,2.075357333,19.08664667,18.03128,1500.032667,0.973002467,0.026997247,0,3.043666667,0,21668.13333,12844.17333,42.625,44.4916,43.50826667,43.312,42.7248,1459.534,40.498,0,1786546732,0,1786545502,22:38:22,1786545502,1786545491,1,-2.061,-0.989,-14.234,-0.341,383,18,0.37,0.03,-9.7174517,-40.30146722,6.57204605,0,1.410371,-0.213755188,0.02080356,0,0,2,0/2,2.99429,2.75944,0.0956955,0.095278,0.107393,0.0991166,32105.3,23040.7,33609.5,25745.7,38266.2,31392.7,49091.2,40237.8,1.71413,2.6903,0.195786,0,29.8371,999.9,73.739,30.132,31.2047,29.2746,-100,3,0.163427,0,20.244,5.20471,11.956,4.96965,3.294,9999,153.4,9999,7168.5,4.9736,1.87289,1.87073,1.87232,1.87284,1.87376,1.87325,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.233,-0.3412,-14.23363636,0,0,0,-0.34115,0,0,0,-1,-1,-1,-1,20.6,20.8,0.15625,4.99756,2.64526,2.72095,2.8479,2.24731,33.4681,15.7519,2,345.855,1264.5,30.475,29.718,30.0002,29.5973,29.5071,-1,40,10,-999.9,400,20,102.019,94.4261
12,1786546856,1332.1,20260812 23:00:56,23:00:56,15,,1786546848,0.001055146,1.055146097,6.114759639,391.4650839,108.3499709,11.00189272,39.74949715,0.036497196,1.389495591,0.035972868,0.022529523,287.43608,35.35804332,33.1518,5.095358449,45.04153619,2.224355518,4.938453939,2.871002931,-46.53194287,-41.66121726,-6.858243048,192.3846768,25.50989989,1.028967529,6.114759639,455.2879479,424.667303,3.738789911,60.8541089,1.055146097,20.5314652,21.95818,0.007781048,69.65,58,14,1.004581699,0.458169935,25434.11694,1500.032,1261.24188,0.840809983,0.191619965,6,0.5,0: Broadleaf,2,TRUE,1786546848,391.6093333,428.5639333,21.90612667,20.4711,405.8428667,22.24728,418.8356667,101.4403333,0.100005213,32.59565333,33.1518,999.9,0,0,5003,0,60.98873333,-36.95468667,400.3804667,437.5212667,1.435021333,428.5639333,20.4711,2.222162667,2.076594667,19.12297333,18.04072,1500.032,0.9730024,0.026997293,0,2.202666667,0,21473.2,12844.15333,42.687,44.562,43.5914,43.3666,42.7996,1459.532,40.5,0,1786546852,0,1786545502,22:38:22,1786545502,1786545491,1,-2.061,-0.989,-14.234,-0.341,383,18,0.37,0.03,-32.178145,-82.38500301,11.57410738,0,1.4813775,-0.749469023,0.07632409,0,0,2,0/2,2.99403,2.75945,0.0968861,0.0979765,0.107646,0.0992154,32064.4,22973.3,33610.8,25747.1,38256.2,31391.3,49093.4,40240,1.7142,2.69215,0.193,0,30.0038,999.9,73.184,30.242,31.1655,29.0346,-100,3,0.162063,0,20.2442,5.20486,11.956,4.9697,3.294,9999,153.4,9999,7168.5,4.9736,1.87289,1.87073,1.87235,1.87283,1.87378,1.87323,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.234,-0.3411,-14.23363636,0,0,0,-0.34115,0,0,0,-1,-1,-1,-1,22.6,22.8,0.15625,4.99756,2.64526,2.72095,2.8479,2.23999,33.5355,15.7519,2,346.005,1267.84,30.5605,29.7206,30.0002,29.6173,29.5349,-1,40,10,-999.9,400,20,102.023,94.4313
13,1786546976,1452.1,20260812 23:02:56,23:02:56,15,,1786546968,0.001166498,1.166497521,3.619551292,366.3108585,206.7280295,20.99112202,37.19512998,0.040186455,1.388067469,0.039551119,0.024775695,287.4337989,35.36184215,33.22672667,5.116825344,45.01704362,2.230417752,4.954607349,2.886407592,-51.44254069,-42.88807285,-7.07207822,186.0311072,7.56917924,1.152562737,3.619551292,383.8026564,377.483097,0.175235339,60.8541089,1.166497521,20.34388681,21.97865758,0.000355396,69.65,58,14,1.004590055,0.459005483,25388.02925,1500.02,1261.231799,0.840809989,0.191619978,6,0.5,0: Broadleaf,2,TRUE,1786546968,366.3964,377.8145333,21.96594667,20.35590667,380.63,22.30708667,418.1186,101.4398,0.099996367,32.65361333,33.22672667,999.9,0,0,4996,0,47.66248,-11.41824667,374.6253333,385.6651333,1.610036667,377.8145333,20.35590667,2.228222,2.064899333,19.16666667,17.95097333,1500.02,0.973001933,0.026997773,0,1.882333333,0,21327.67333,12844.04,42.687,44.6166,43.625,43.3162,42.812,1459.520667,40.5,0,1786546972,0,1786545502,22:38:22,1786545502,1786545491,1,-2.061,-0.989,-14.234,-0.341,383,18,0.37,0.03,-13.20345238,33.43945792,4.228151725,0,1.591061429,0.356362597,0.039046671,0,0,2,0/2,2.99325,2.75945,0.0886481,0.0888124,0.107702,0.0984376,32357.3,23207.5,33611.3,25748.1,38252.3,31418.9,49094.4,40241.3,1.71295,2.69358,0.195913,0,30.0736,999.9,72.238,30.343,30.9412,29.1546,-100,3,0.1611,0,20.244,5.20486,11.956,4.96975,3.294,9999,153.4,9999,7168.5,4.97359,1.8729,1.87073,1.87237,1.87281,1.87377,1.87324,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.234,-0.3412,-14.23363636,0,0,0,-0.34115,0,0,0,-1,-1,-1,-1,24.6,24.8,0.15625,4.99756,2.64526,2.72095,2.8479,2.25586,33.6029,15.7256,2,345.422,1270.12,30.6138,29.7129,30.0002,29.6205,29.5425,-1,40,10,-999.9,400,20,102.025,94.4346
14,1786547096,1572.1,20260812 23:04:56,23:04:56,15,,1786547088,0.001087293,1.087293439,4.296311813,360.0162139,161.4403036,16.39346892,36.55787609,0.037373212,1.388323491,0.036823159,0.02306322,287.4331667,35.43947217,33.21388667,5.113141038,44.77278389,2.223085193,4.965260141,2.890055845,-47.94964066,-39.08076715,-6.443877852,193.958881,14.85183823,1.051975874,4.296311813,392.5137673,379.1399515,1.221664071,60.8541089,1.087293439,20.52287149,21.96977636,0.011679331,69.65,57,14,1.00450984,0.450984044,25392.05619,1500.016667,1261.229,0.840809991,0.191619982,6,0.5,0: Broadleaf,2,TRUE,1786547088,360.1177333,381.8560667,21.89259333,20.42432,374.3514,22.23376667,418.5416,101.4450667,0.10001568,32.69174667,33.21388667,999.9,0,0,4997,0,48.07256667,-21.738508,368.1784,389.8183333,1.468294,381.8560667,20.42432,2.220895333,2.071943333,19.11381333,18.00495333,1500.016667,0.973002267,0.02699746,0,3.104,0,21180.10667,12844.04667,42.75413333,44.687,43.687,43.41633333,42.875,1459.516667,40.5,0,1786547092,0,1786545502,22:38:22,1786545502,1786545491,1,-2.061,-0.989,-14.234,-0.341,383,18,0.37,0.03,-22.32087238,29.70767532,6.433358907,0,1.527237143,-1.013311948,0.107411254,0,0,2,0/2,2.9939,2.7594,0.0890596,0.0879517,0.107709,0.0992174,32342.7,23228,33611.3,25746.5,38252.1,31389.3,49094.5,40239.7,1.7148,2.6914,0.189528,0,30.1531,999.9,71.67,30.444,30.8794,29.2146,-100,3,0.160724,0,20.2443,5.20441,11.956,4.9698,3.294,9999,153.5,9999,7168.5,4.97359,1.87295,1.87073,1.87235,1.87283,1.87378,1.87329,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.234,-0.3412,-14.23363636,0,0,0,-0.34115,0,0,0,-1,-1,-1,-1,26.6,26.8,0.15625,4.99756,2.64526,2.72217,2.8479,2.23267,33.693,15.7081,2,346.329,1267.02,30.673,29.7103,30.0002,29.6234,29.5476,-1,40,10,-999.9,400,20,102.025,94.43
15,1786547216,1692.1,20260812 23:06:56,23:06:56,15,,1786547208,0.001041831,1.041831006,4.171196815,398.9248154,197.6796528,20.07348619,40.50903399,0.036073627,1.389446094,0.035561288,0.02227123,287.4289067,35.50384371,33.26557333,5.127986062,45.43039981,2.261270141,4.977438347,2.866715921,-45.94474736,-39.72511394,-6.547884688,195.2111607,-4.101929095,0.981944669,4.171196815,397.120649,398.8940121,-1.358478013,60.8541089,1.041831006,20.89949585,22.31760909,0.006537184,69.65,57,14,1.004504706,0.450470567,25420.86981,1499.994667,1261.21048,0.840809976,0.191619952,6,0.5,0: Broadleaf,2,TRUE,1786547208,399.0232667,393.7260667,22.26853333,20.89724667,413.2568,22.60968,418.1509333,101.4455333,0.100002133,32.73525333,33.26557333,999.9,0,0,5002.5,0,49.70517333,5.29725,408.1111333,402.1292,1.371285333,393.7260667,20.89724667,2.259045333,2.119934,19.38728,18.36974667,1499.994667,0.973002267,0.026997453,0,2.706,0,21035.68,12843.87333,42.812,44.75413333,43.75,43.50413333,42.937,1459.496,40.49866667,0,1786547212,0,1786545502,22:38:22,1786545502,1786545491,1,-2.061,-0.989,-14.234,-0.341,383,18,0.37,0.03,0.425012,72.4792015,8.243079833,0,1.362473,0.185760902,0.023486258,0,0,2,0/2,2.99335,2.7595,0.0921492,0.0891056,0.10898,0.10039,32226.7,23191,33604.9,25738.2,38186.8,31338,49086.4,40228.4,1.7133,2.69025,0.191778,0,30.1836,999.9,72.061,30.555,31.2466,29.0346,-100,3,0.166578,0,20.2444,5.20486,11.956,4.9694,3.294,9999,153.5,9999,7168.5,4.97359,1.87288,1.87073,1.87233,1.87286,1.87378,1.87326,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.233,-0.3412,-14.23363636,0,0,0,-0.34115,0,0,0,-1,-1,-1,-1,28.6,28.8,0.15625,4.99756,2.64526,2.72095,2.8479,2.26196,33.7606,15.7081,2,345.854,1266.22,30.7191,29.762,30.0004,29.6668,29.5882,-1,40,10,-999.9,400,20,102.007,94.4019
16,1786547336,1812.1,20260812 23:08:56,23:08:56,15,,1786547328,0.000994018,0.994017571,4.820724899,415.7041149,174.3524055,17.70448966,42.21237547,0.034300381,1.388332285,0.033836458,0.021188945,287.4283211,35.59908653,33.33706,5.148579666,45.51873143,2.274536384,4.996923932,2.874043282,-43.8361749,-39.84795485,-6.577943362,197.166248,-1.46458658,0.955413371,4.820724899,423.9289868,420.156297,-0.566833197,60.8541089,0.994017571,21.09510666,22.44640667,0.006280214,69.65,57,14,1.004511463,0.4511463,25382.96487,1499.992,1261.208201,0.840809951,0.191619903,6,0.5,0: Broadleaf,2,TRUE,1786547328,415.8180667,414.2974667,22.39945333,21.06666,430.0516,22.7406,418.5442667,101.4442667,0.100014367,32.80467333,33.33706,999.9,0,0,4997.082667,0,183.0642667,1.520515273,425.3452,423.2131333,1.332774,414.2974667,21.06666,2.272295333,2.137094,19.48133333,18.49838,1499.992,0.9730026,0.026997033,0,3.066,0,20893.03333,12843.83333,42.875,44.854,43.812,43.6166,43,1459.494,40.49733333,0,1786547332,0,1786545502,22:38:22,1786545502,1786545491,1,-2.061,-0.989,-14.234,-0.341,383,18,0.37,0.03,-2.194613376,43.35727714,7.222522143,0,1.323562857,0.143776364,0.016177094,0,0,2,0/2,2.99397,2.75949,0.0957945,0.0936181,0.109456,0.101163,32094.8,23072.6,33602.5,25734.5,38163.6,31306.6,49083.5,40223.2,1.7146,2.6892,0.193216,0,30.2271,999.9,71.963,30.665,31.3952,29.1246,-100,3,0.169179,0,20.2442,5.20456,11.956,4.96965,3.294,9999,153.5,9999,7168.5,4.97359,1.87294,1.87073,1.87236,1.87286,1.87377,1.8733,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.234,-0.3411,-14.23363636,0,0,0,-0.34115,0,0,0,-1,-1,-1,-1,30.6,30.8,0.15625,4.99756,2.64526,2.72095,2.8479,2.23999,33.8509,15.6818,2,346.707,1265.46,30.7753,29.8079,30.0001,29.7065,29.6238,-1,40,10,-999.9,400,20,102.001,94.3892
17,1786547456,1932.1,20260812 23:10:56,23:10:56,15,,1786547448,0.001037162,1.037161835,4.533424337,377.9446,155.9162185,15.83204815,38.37725902,0.035079949,1.390071392,0.034595457,0.021665133,287.4303166,35.72090558,33.54364667,5.208497262,45.1824422,2.276495646,5.038451964,2.932001616,-45.73883693,-44.35089641,-7.324797138,190.0157861,5.633042295,1.002040582,4.533424337,393.9722654,387.333103,0.002104779,60.8541089,1.037161835,21.04889107,22.46216061,0.005685052,69.65,57,14,1.00450467,0.450466956,25421.07271,1500.003333,1261.217642,0.840809893,0.191619785,6,0.5,0: Broadleaf,2,TRUE,1786547448,378.0516,386.6188667,22.41924667,21.02383333,392.2850667,22.7604,419.2658667,101.442,0.100022353,32.95184,33.54364667,999.9,0,0,5005.751333,0,71.93156,-8.56723,386.7215333,394.9216,1.395429333,386.6188667,21.02383333,2.274254,2.132699333,19.49517333,18.46552,1500.003333,0.973003067,0.02699658,0,1.985666667,0,20772.93333,12843.92,42.9496,44.93286667,43.875,43.625,43.062,1459.506667,40.49466667,0,1786547452,0,1786545502,22:38:22,1786545502,1786545491,1,-2.061,-0.989,-14.234,-0.341,383,18,0.37,0.03,-10.81513095,37.70794987,4.385037753,0,1.402045714,-0.079077662,0.024860714,1,1,2,1/2,2.99488,2.75943,0.0903438,0.0902303,0.109504,0.101048,32287.4,23159,33601.7,25734.7,38159.6,31310.5,49082.5,40223.8,1.71705,2.6901,0.195146,0,30.3821,999.9,71.353,30.746,31.2752,29.3946,-100,3,0.169756,0,20.2442,5.20441,11.956,4.9695,3.294,9999,153.6,9999,7168.5,4.97359,1.87294,1.87073,1.87236,1.87286,1.87377,1.87327,1.87776,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.234,-0.3411,-14.23363636,0,0,0,-0.34115,0,0,0,-1,-1,-1,-1,32.6,32.8,0.15625,4.99756,2.64526,2.72095,2.8479,2.24976,33.9187,15.6731,2,347.997,1267.3,30.8517,29.8259,30.0002,29.7251,29.6467,-1,40,10,-999.9,400,20,101.998,94.3904
18,1786547576,2052.1,20260812 23:12:56,23:12:56,15,,1786547568,0.001029347,1.029346574,4.610654522,375.5411609,146.3182515,14.85775839,38.13399749,0.034459562,1.387653417,0.033991129,0.021286012,287.4270733,35.86731577,33.69311333,5.25222529,45.12490739,2.291406072,5.077918615,2.960819217,-45.39418392,-45.06525194,-7.466281255,189.5013562,3.840176017,1.028407277,4.610654522,389.1351413,383.3433636,-0.16488347,60.8541089,1.029346574,21.14614602,22.5862497,0.000129482,69.65,56,13,1.004439573,0.44395728,25339.65253,1499.987333,1261.2041,0.840809834,0.191619667,6,0.5,0: Broadleaf,2,TRUE,1786547568,375.6503333,381.6793333,22.56562,21.13245333,389.8839333,22.90675333,418.9276,101.4441333,0.09998876,33.09072667,33.69311333,999.9,0,0,4993.75,0,56.50906,-6.028920667,384.3228,389.9192,1.433166667,381.6793333,21.13245333,2.289148667,2.143762,19.60024667,18.54812667,1499.987333,0.973003533,0.026996067,0,2.613333333,0,20669.94667,12843.8,43.062,45.04546667,43.9916,43.7624,43.18286667,1459.496,40.49133333,0,1786547572,0,1786545502,22:38:22,1786545502,1786545491,1,-2.061,-0.989,-14.234,-0.341,383,18,0.37,0.03,-5.222946919,-14.0748824,2.818160267,0,1.44471,-0.153596104,0.023590339,0,0,2,0/2,2.99391,2.75944,0.0897143,0.0893067,0.109955,0.101291,32308.5,23180.8,33600.6,25733,38137.7,31299.7,49081.5,40221.5,1.71545,2.68765,0.196338,0,30.5212,999.9,71.121,30.847,31.3542,29.0346,-100,3,0.171502,0,20.2441,5.20456,11.956,4.9696,3.294,9999,153.6,9999,7168.5,4.97359,1.87298,1.87073,1.87237,1.87286,1.87378,1.87328,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.233,-0.3412,-14.23363636,0,0,0,-0.34115,0,0,0,-1,-1,-1,-1,34.6,34.8,0.15625,4.99756,2.64526,2.71973,2.8479,2.26929,34.0092,15.6556,2,347.36,1264.21,30.9406,29.849,30.0001,29.7488,29.6696,-1,40,10,-999.9,400,20,101.996,94.3846
19,1786547696,2172.1,20260812 23:14:56,23:14:56,15,,1786547688,0.001128399,1.12839887,4.05507849,352.0099192,165.0666754,16.76109125,35.74355854,0.037682923,1.388946717,0.037124036,0.023252046,287.4289344,35.83137749,33.71684667,5.259198017,45.00661141,2.287503654,5.082594717,2.971694363,-49.76239019,-45.65687875,-7.558741763,184.4509237,-0.953402243,1.218996012,4.05507849,359.1721387,355.5984,-0.406612893,60.8541089,1.12839887,20.81842581,22.45874364,-0.00944126,69.65,56,13,1.004433232,0.443323185,25375.73619,1499.997333,1261.212481,0.840809815,0.19161963,6,0.5,0: Broadleaf,2,TRUE,1786547688,352.1058,351.362,22.52780667,20.83108,366.3391333,22.86896667,419.4504,101.4413333,0.10000568,33.10712,33.71684667,999.9,0,0,5000.25,0,56.45256,0.74369476,360.2209333,358.837,1.696732,351.362,20.83108,2.285249333,2.113131333,19.57276667,18.31848667,1499.997333,0.973004133,0.026995447,0,2.679,0,20573.64,12843.88,43.15393333,45.14566667,44.062,43.937,43.2872,1459.506,40.49066667,0,1786547692,0,1786545502,22:38:22,1786545502,1786545491,1,-2.061,-0.989,-14.234,-0.341,383,18,0.37,0.03,2.397216733,-39.01511801,4.20990042,0,1.692637143,-0.090507273,0.03479635,1,1,2,1/2,2.99437,2.75938,0.0846669,0.0840432,0.109432,0.100273,32485.4,23314.7,33598.4,25733.1,38159.8,31335.3,49078.7,40221.4,1.71655,2.68673,0.186577,0,30.6631,999.9,70.034,30.947,31.0516,29.2746,-100,3,0.17343,0,20.2441,5.20396,11.956,4.9695,3.294,9999,153.6,9999,7168.5,4.97359,1.87291,1.87073,1.87229,1.87285,1.87377,1.87322,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.234,-0.3411,-14.23363636,0,0,0,-0.34115,0,0,0,-1,-1,-1,-1,36.6,36.8,0.15625,4.99756,2.64526,2.71973,2.8479,2.23999,34.0771,15.6118,2,348.033,1263.41,31.0303,29.8758,30.0002,29.7735,29.6951,-1,40,10,-999.9,400,20,101.99,94.3847
20,1786547817,2293,20260812 23:16:57,23:16:57,15,,1786547809,0.001008996,1.008995557,3.553975006,373.8116758,189.526935,19.24441199,37.95653583,0.033708312,1.38873175,0.03326028,0.020827433,287.4354573,35.97018859,33.80094375,5.283970142,45.42549046,2.318964144,5.104984272,2.965005998,-44.49670407,-46.08299378,-7.636536705,189.2192227,-2.916518635,1.007397023,3.553975006,376.853373,375.8756242,-0.72983638,60.8541089,1.008995557,21.36434136,22.80858667,-0.005138452,69.65,56,13,1.004435446,0.443544576,25363.12606,1500.031875,1261.241476,0.840809783,0.191619566,6,0.5,0: Broadleaf,2,TRUE,1786547809,373.89575,370.281375,22.83811875,21.43649375,388.1295,23.17928125,419.488,101.4391875,0.100005325,33.18543125,33.80094375,999.9,0,0,4999.298125,0,78.51575625,3.6144178,382.634375,378.3929375,1.40162875,370.281375,21.43649375,2.3166825,2.174503125,19.79286875,18.775625,1500.031875,0.973004688,0.026994819,0,2.2696875,0,20472.6875,12844.16875,43.187,45.187,44.136625,43.992125,43.312,1459.54125,40.49,0,1786547813,0,1786545502,22:38:22,1786545502,1786545491,1,-2.061,-0.989,-14.234,-0.341,383,18,0.37,0.03,1.711469229,21.0475819,3.819207962,0,1.367975714,0.673267193,0.071704973,0,0,2,0/2,2.99424,2.75927,0.0880909,0.0861106,0.110741,0.101984,32362,23255.5,33596.5,25725.9,38097,31266.3,49076.3,40211.9,1.7161,2.68675,0.19604,0,30.6528,999.9,70.87,31.058,31.6232,29.1646,-100,3,0.175158,0,20.2442,5.20516,11.956,4.9693,3.294,9999,153.7,9999,7168.5,4.97359,1.87296,1.87073,1.87238,1.87286,1.87376,1.87325,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.233,-0.3411,-14.23363636,0,0,0,-0.34115,0,0,0,-1,-1,-1,-1,38.6,38.8,0.15625,4.99756,2.64526,2.71973,2.8479,2.26562,34.1678,15.6118,2,347.957,1263.95,31.0616,29.9032,30.0001,29.7983,29.7181,-1,40,10,-999.9,400,20,101.984,94.3607
21,1786547937,2413,20260812 23:18:57,23:18:57,15,,1786547929,0.000861002,0.861001863,4.605091732,388.741018,110.7644365,11.24668843,39.47159617,0.02800993,1.389496051,0.027699991,0.017340055,287.4311733,36.24126254,34.06153333,5.361376488,45.03481585,2.324745088,5.162106348,3.0366314,-37.97018214,-50.76335755,-8.426409174,190.2712245,12.23574398,0.863264777,4.605091732,419.5075822,406.1106121,1.154653219,60.8541089,0.861001863,21.72464365,22.92655515,0.000167264,69.65,56,13,1.004434445,0.44344447,25368.82641,1500.009333,1261.22254,0.840809795,0.19161959,6,0.5,0: Broadleaf,2,TRUE,1786547929,388.8499333,406.75,22.89554667,21.69478,403.0835333,23.2367,419.5762667,101.437,0.09999852,33.38388,34.06153333,999.9,0,0,5003.166667,0,52.55794,-17.90018,397.9615333,415.7702,1.200762667,406.75,21.69478,2.322458667,2.200656,19.83301333,18.96708667,1500.009333,0.9730058,0.02699382,0,2.622666667,0,20353.82667,12843.98,43.312,45.375,44.2872,44.062,43.4454,1459.519333,40.49,0,1786547933,0,1786545502,22:38:22,1786545502,1786545491,1,-2.061,-0.989,-14.234,-0.341,383,18,0.37,0.03,-15.49548857,-40.24684519,4.821822966,0,1.207799048,-0.126827532,0.013635586,0,0,2,0/2,2.99485,2.75942,0.0937635,0.0961867,0.111197,0.103181,32159,22995.1,33594.8,25721.3,38075.6,31220.2,49074.4,40205.9,1.71758,2.68652,0.190064,0,30.9832,999.9,70.956,31.139,31.807,28.8046,-100,3,0.176453,0,20.2445,5.20456,11.956,4.96965,3.294,9999,153.7,9999,7168.5,4.97359,1.87292,1.87073,1.87235,1.87285,1.87378,1.87324,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.234,-0.3411,-14.23363636,0,0,0,-0.34115,0,0,0,-1,-1,-1,-1,40.6,40.8,0.15625,4.99756,2.64526,2.71973,2.8479,2.23755,34.236,15.5768,2,348.81,1264.13,31.1646,29.9264,30.0002,29.8224,29.7411,-1,40,10,-999.9,400,20,101.98,94.3457
22,1786548057,2533,20260812 23:20:57,23:20:57,15,,1786548049,0.001003444,1.003443739,4.236748032,335.024048,110.4660818,11.21655043,34.01780951,0.032128829,1.39054297,0.031722051,0.0198624,287.4296533,36.16939298,34.10843333,5.375412012,44.25364621,2.284664342,5.162657855,3.09074767,-44.25186887,-54.17461839,-8.988033796,180.0151323,6.243803106,1.106360833,4.236748032,354.829922,345.5904364,0.529038991,60.8541089,1.003443739,21.06673582,22.47278788,-0.000575437,69.65,56,13,1.004429187,0.44291866,25398.81,1500.001333,1261.21582,0.840809799,0.191619599,6,0.5,0: Broadleaf,2,TRUE,1786548049,335.1241333,344.5407333,22.50049333,20.96144,349.3576,22.84165333,419.7080667,101.4384,0.100011107,33.38578667,34.10843333,999.9,0,0,5008.25,0,49.36296667,-9.416744,342.8380667,351.918,1.539066,344.5407333,20.96144,2.282414,2.126293333,19.55278667,18.41734667,1500.001333,0.973005733,0.0269939,0,2.111333333,0,20281.74,12843.92667,43.42873333,45.4622,44.375,44.125,43.55786667,1459.511333,40.49,0,1786548053,0,1786545502,22:38:22,1786545502,1786545491,1,-2.061,-0.989,-14.234,-0.341,383,18,0.37,0.03,-5.571755714,-61.20072857,6.67503718,0,1.604048571,-1.48054987,0.159188914,0,0,2,0/2,2.99514,2.75948,0.0830556,0.083489,0.109489,0.101176,32537.7,23321.9,33593.7,25725.8,38153.9,31294.4,49073.3,40211.4,1.7186,2.687,0.177152,0,31.2289,999.9,69.015,31.229,31.0964,28.7746,-100,3,0.177835,0,20.2444,5.20486,11.956,4.9695,3.294,9999,153.7,9999,7168.5,4.97365,1.87294,1.87073,1.87232,1.87286,1.87371,1.87325,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.233,-0.3411,-14.23363636,0,0,0,-0.34115,0,0,0,-1,-1,-1,-1,42.6,42.8,0.15625,4.99756,2.64526,2.72095,2.8479,2.23999,34.3042,15.5592,2,349.405,1265.25,31.2273,29.9445,30.0002,29.8395,29.7599,-1,40,10,-999.9,400,20,101.977,94.3599
