obs,time,elapsed,date,hhmmss,averaging,kam,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,CO2_hrs,AccH2O_hum,AccCO2_soda,AccH2O_des,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
11,1786459604,1210.1,20260811 22:46:44,22:46:44,15,,1786459596,0.000230972,0.230971706,0.110660438,218.9965341,161.2851395,16.42550314,22.30291191,0.004291824,1.390899406,0.00428448,0.002678459,287.4358533,42.57596015,40.98082667,7.811055395,36.17882036,2.601562126,7.190842874,5.209493269,-10.18585224,-116.2930497,-20.5333409,140.4236105,5.816004693,0.141292411,0.110660438,235.3211099,231.1714424,0.831234858,60.77707556,0.230971706,25.459533,25.65175879,0.014762087,69.65,52,11,1.004193219,0.419321904,24905.94788,1500.033333,1261.24276,0.840809822,0.191619644,6,0.5,0: Broadleaf,2,TRUE,1786459596,218.9992,226.085,25.54523333,25.3784,231.3018,25.98542,493.042,101.7414,0.09999216,39.42996667,40.98082667,999.9,0,0,4995.084,0,626.3103333,-7.085749333,224.7406,231.9721333,0.166868867,226.085,25.3784,2.599009333,2.582032667,21.66012,21.55297333,1500.033333,0.9730048,0.02699538,0,2.094666667,0,20675.1,12844.19333,49.36633333,51.9456,50.429,50.2164,49.4664,1459.541333,40.492,0,1786459601,0,1786458371,22:26:11,1786458371,1786458366,1,1.318,0.751,-12.303,-0.44,252,19,0.86,0.04,-8.9657225,26.77300827,3.005348024,0,0.147874975,0.263481271,0.034298322,0,0,2,0/2,3.06482,2.75941,0.0591062,0.0561415,0.120116,0.114266,32949.6,23796.3,33183.5,25517.2,37354.7,30559.6,48515.3,39899.6,1.81145,2.54203,0.231728,0,37.2934,999.9,76.212,32.468,36.7257,29.0955,-100,3,0.673387,0,20.2431,5.20366,11.9584,4.9693,3.29455,147.7,9999,7167.5,9999,4.9737,1.87302,1.87089,1.8724,1.87286,1.87372,1.87331,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.303,-0.4402,-12.30263636,0,0,0,-0.44019,0,0,0,-1,-1,-1,-1,20.6,20.6,0.158691,4.99756,2.64526,2.70386,2.8479,2.27905,37.3138,15.7169,2,435.413,1174.79,36.8568,35.9679,30.0009,35.6595,35.5128,-1,40,10,-999.9,400,20,100.783,93.6153
12,1786459724,1330.1,20260811 22:48:44,22:48:44,15,,1786459716,4.76338E-05,0.04763378,0.09973325,213.7301936,23.22952914,2.365611725,21.76551444,0.00088532,1.390102777,0.000885007,0.000553158,287.4258177,42.87365507,41.10382667,7.86217017,36.64564008,2.66430851,7.270465201,5.19786166,-2.100649718,-110.0481245,-19.47242255,155.8046209,4.295218603,-0.078746741,0.09973325,225.3022695,223.3813212,0.37354895,60.77707556,0.04763378,26.3321217,26.2937497,0.01717476,69.65,52,11,1.004199773,0.419977329,24867.24145,1499.977333,1261.196022,0.840810054,0.191620107,6,0.5,0: Broadleaf,2,TRUE,1786459716,213.7326,218.9034,26.16263333,26.25530667,226.0352667,26.60281333,494.3634667,101.7364667,0.099937793,39.63540667,41.10382667,999.9,0,0,4991.416667,0,95.53179333,-5.170846,219.4748667,224.8058,-0.092686953,218.9034,26.25530667,2.661696,2.671122,22.05042667,22.10849333,1499.977333,0.972996533,0.02700308,0,2.928,0,20020.72,12843.69333,48.58306667,50.90393333,49.63313333,49.24973333,48.81213333,1459.472667,40.502,0,1786459721,0,1786458371,22:26:11,1786458371,1786458366,1,1.318,0.751,-12.303,-0.44,252,19,0.86,0.04,-6.803008095,32.08816364,3.271652382,0,-0.074637557,-0.174371665,0.045969645,0,0,2,0/2,3.06598,2.75943,0.0575157,0.0559087,0.122327,0.116863,32993.2,23792.3,33172.1,25507.4,37252.7,30459.4,48500.3,39886.2,1.81192,2.53618,0.233285,0,37.3278,999.9,76.071,32.851,37.4588,28.8555,-100,3,0.685594,0,20.243,5.20276,11.9598,4.96905,3.2949,147.8,9999,7167.5,9999,4.97374,1.87302,1.87091,1.87241,1.87286,1.8737,1.87331,1.87774,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.303,-0.4402,-12.30263636,0,0,0,-0.44019,0,0,0,-1,-1,-1,-1,22.6,22.6,0.158691,4.99756,2.64526,2.70508,2.8479,2.25342,37.8679,15.6993,2,437.007,1170.37,37.208,36.1324,30.0004,35.8568,35.7125,-1,40,10,-999.9,400,20,100.75,93.582
13,1786459844,1450.1,20260811 22:50:44,22:50:44,15,,1786459836,-9.41678E-05,-0.094167781,0.166292287,216.9149943,338.6493872,34.48701424,22.08995728,-0.001840676,1.3911602,-0.00184203,-0.001151147,287.4318667,42.80426151,40.73066,7.70798184,38.38021245,2.769718754,7.216527936,4.938263086,4.152799148,-92.56578224,-16.32645292,182.6924307,3.057159416,-0.170604138,0.166292287,228.2490718,226.0089818,0.421279348,60.77707556,-0.094167781,27.45473733,27.27834121,0.011750175,69.65,52,11,1.004192838,0.41928385,24908.1989,1500.006667,1261.2209,0.840810196,0.191620393,6,0.5,0: Broadleaf,2,TRUE,1786459836,216.919,220.5779333,27.19758667,27.39864,229.2216,27.63778667,493.1580667,101.7369333,0.099997553,39.49645333,40.73066,999.9,0,0,4996.583333,0,41.06174,-3.6588396,222.9837333,226.7916,-0.201053,220.5779333,27.39864,2.767001333,2.787455333,22.68850667,22.80994,1500.006667,0.972991933,0.027007747,0,2.505333333,0,19343.18667,12843.90667,47.79133333,49.9748,48.7914,48.3582,48.07886667,1459.496667,40.51,0,1786459841,0,1786458371,22:26:11,1786458371,1786458366,1,1.318,0.751,-12.303,-0.44,252,19,0.86,0.04,-3.402693524,5.941857351,2.346770944,0,-0.177786967,-0.369078935,0.044663572,0,0,2,0/2,3.06489,2.7594,0.0579626,0.055617,0.125711,0.120239,32974,23792.9,33168.7,25500.3,37108.7,30336.3,48496.7,39877.3,1.80955,2.53675,0.25655,0,36.5901,999.9,76.456,33.254,38.5123,29.0355,-100,3,0.68921,0,20.2431,5.20396,11.9617,4.9679,3.295,147.8,9999,7167.5,9999,4.97363,1.87303,1.87096,1.87241,1.87286,1.87366,1.87332,1.87774,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.303,-0.4402,-12.30263636,0,0,0,-0.44019,0,0,0,-1,-1,-1,-1,24.6,24.6,0.158691,4.99756,2.64526,2.70508,2.8479,2.28027,38.4034,15.6731,2,436.233,1173.17,37.3432,36.1868,30.0001,35.9529,35.8186,-1,40,10,-999.9,400,20,100.742,93.5591
14,1786459964,1570.1,20260811 22:52:44,22:52:44,15,,1786459956,0.000129065,0.129064534,0.243862637,180.9182028,20.95729481,2.134301498,18.42480123,0.002571787,1.39234203,0.00256915,0.001605956,287.4269467,42.55188001,40.56594667,7.640761956,38.9029401,2.786590464,7.162930249,4.854171492,-5.691745956,-90.71227363,-15.96270831,175.0602188,-0.304691501,0.165824697,0.243862637,185.2751017,185.4084424,-0.090823092,60.77707556,0.129064534,27.01839592,27.25960121,-0.015988825,69.65,51,10,1.004104529,0.41045288,24952.59918,1499.986667,1261.20354,0.840809834,0.191619668,6,0.5,0: Broadleaf,2,TRUE,1786459956,180.9240667,180.5913333,27.3623,27.16686667,193.2266,27.80248667,493.0873333,101.7405333,0.09997218,39.35748,40.56594667,999.9,0,0,5002.208,0,29.03804667,0.332764653,186.0138667,185.6344,0.195433867,180.5913333,27.16686667,2.783854,2.763968,22.78862,22.67032667,1499.986667,0.973007533,0.0269927,0,2.710666667,0,18683.03333,12843.79333,47.2164,49.229,48.07473333,47.91633333,47.53306667,1459.495333,40.49133333,0,1786459961,0,1786458371,22:26:11,1786458371,1786458366,1,1.318,0.751,-12.303,-0.44,252,19,0.86,0.04,0.616783705,-4.274028779,0.596254997,0,0.201968095,0.232405247,0.061017968,0,0,2,0/2,3.06464,2.75919,0.049211,0.0470428,0.125539,0.118698,33276.2,24006.8,33165.3,25498.7,37111.6,30385.5,48492.7,39874.4,1.80942,2.534,0.258438,0,36.3847,999.9,73.715,33.657,37.9783,29.0655,-100,3,0.69263,0,20.2432,5.20336,11.9614,4.9694,3.29468,147.8,9999,7167.5,9999,4.97376,1.87309,1.87101,1.87241,1.87287,1.87368,1.87332,1.87774,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.303,-0.4402,-12.30263636,0,0,0,-0.44019,0,0,0,-1,-1,-1,-1,26.6,26.6,0.158691,4.99756,2.64526,2.70508,2.8479,2.29492,38.8704,15.6643,2,436.579,1170.68,37.3913,36.2205,30.0003,36.0163,35.8905,-1,40,10,-999.9,400,20,100.732,93.5527
15,1786460084,1690.1,20260811 22:54:44,22:54:44,15,,1786460076,3.30934E-05,0.03309343,0.091988762,181.4679877,-47.59814091,-4.84754574,18.48127582,0.000658151,1.391986735,0.000657978,0.000411252,287.4294323,42.52592792,40.55482,7.636239511,38.90885243,2.775812425,7.134141081,4.860427085,-1.459420247,-95.48398757,-16.79974756,173.6862769,-0.573436983,-0.003356941,0.091988762,185.3644721,185.796297,-0.113055792,60.77707556,0.03309343,27.18903601,27.23715515,-0.001595432,69.65,51,10,1.004105217,0.41052174,24948.43081,1499.999333,1261.214219,0.840809853,0.191619707,6,0.5,0: Broadleaf,2,TRUE,1786460076,181.4702,180.7728,27.25575333,27.25972,193.7730667,27.69592,491.8569333,101.7432,0.09997386,39.28246,40.55482,999.9,0,0,5000.332667,0,27.68718667,0.6975358,186.5550667,185.8385333,-0.003976702,180.7728,27.25972,2.773081333,2.773486667,22.72472667,22.72709333,1499.999333,0.973004133,0.026996253,0,1.952,0,18045.92,12843.9,46.6746,48.53306667,47.4664,47.39153333,47.00413333,1459.507333,40.49266667,0,1786460081,0,1786458371,22:26:11,1786458371,1786458366,1,1.318,0.751,-12.303,-0.44,252,19,0.86,0.04,0.609708905,1.885205922,0.261296098,0,-0.02106222,0.51682706,0.060949255,0,0,2,0/2,3.06363,2.75948,0.0492621,0.046892,0.125499,0.119154,33273.7,24010.4,33164.6,25498.6,37112.8,30370,48491.7,39874.6,1.80775,2.53153,0.249114,0,36.5278,999.9,71.432,34.039,37.5935,29.3055,-100,3,0.69282,0,20.2433,5.20396,11.9611,4.96775,3.29495,147.9,9999,7167.5,9999,4.97387,1.87309,1.87102,1.87241,1.87294,1.87369,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.303,-0.4402,-12.30263636,0,0,0,-0.44019,0,0,0,-1,-1,-1,-1,28.6,28.6,0.157471,4.99756,2.64526,2.70386,2.8479,2.27295,39.1924,15.6381,2,435.781,1167.8,37.38,36.2306,30.0001,36.0464,35.9221,-1,40,10,-999.9,400,20,100.73,93.5529
16,1786460204,1810.1,20260811 22:56:44,22:56:44,15,,1786460196,-0.000102729,-0.102728615,0.196737141,178.7925427,310.4482628,31.61698623,18.20877111,-0.002084047,1.392783977,-0.002085781,-0.001303457,287.4287589,42.38352079,40.32392667,7.542914701,39.42615341,2.781197552,7.054194518,4.761717149,4.530331929,-93.9483158,-16.48522566,181.5255494,-0.572584181,-0.009208706,0.196737141,183.365529,183.2232788,-0.021625107,60.77707556,-0.102728615,27.34498377,27.25562121,-0.005890682,69.65,51,10,1.004098725,0.40987247,24987.7895,1499.996,1261.211399,0.840809842,0.191619684,6,0.5,0: Broadleaf,2,TRUE,1786460196,178.7972667,178.0984,27.30867333,27.31957333,191.0999333,27.74885333,490.9892667,101.7431333,0.0998789,39.07274667,40.32392667,999.9,0,0,5004.25,0,27.30388,0.698875973,183.8171333,183.1006667,-0.010899227,178.0984,27.31957333,2.778472,2.779582,22.75673333,22.76330667,1499.996,0.9730048,0.02699556,0,2.598333333,0,17436.02,12843.87333,46.2122,48.0124,47.01226667,47.0164,46.5956,1459.504667,40.492,0,1786460201,0,1786458371,22:26:11,1786458371,1786458366,1,1.318,0.751,-12.303,-0.44,252,19,0.86,0.04,0.992502361,-6.674791063,0.729420528,0,-0.02992503,-0.00627321,0.068541921,1,1,2,1/2,3.06277,2.75932,0.0487196,0.0464602,0.125584,0.119909,33295.1,24022,33166.9,25499.2,37111,30345.1,48495.1,39876,1.80637,2.53533,0.241425,0,36.3953,999.9,70.12,34.362,37.571,29.0055,-100,3,0.689809,0,20.2443,5.20411,11.961,4.9688,3.29485,147.9,9999,7167.5,9999,4.97378,1.8731,1.87102,1.87241,1.87294,1.87366,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.303,-0.4402,-12.30263636,0,0,0,-0.44019,0,0,0,-1,-1,-1,-1,30.6,30.6,0.15625,4.99756,2.64526,2.70386,2.8479,2.24731,39.3418,15.6118,2,434.854,1172.94,37.3081,36.1968,30,36.0296,35.9121,-1,40,10,-999.9,400,20,100.737,93.5556
17,1786460324,1930.1,20260811 22:58:44,22:58:44,15,,1786460316,-0.000200369,-0.200369445,0.094493455,178.9025924,200.827174,20.4529071,18.22003482,-0.004113802,1.390332697,-0.004120577,-0.002574751,287.4235733,42.29574408,40.19738667,7.49218901,39.85328912,2.789889928,7.000400692,4.702299082,8.836292525,-94.96226976,-16.67101024,184.6265859,0.717584887,-0.17332804,0.094493455,185.1198296,184.6043939,0.081456285,60.77707556,-0.200369445,27.64440795,27.40475576,0.000162262,69.65,51,10,1.004108316,0.410831579,24929.6922,1499.969333,1261.18894,0.840809817,0.191619633,6,0.5,0: Broadleaf,2,TRUE,1786460316,178.9048667,179.7424,27.39394,27.5996,191.2077333,27.83412,489.7522,101.7433333,0.099991427,38.93047333,40.19738667,999.9,0,0,4992.208,0,25.83305333,-0.837542733,183.9438,184.8441333,-0.2056618,179.7424,27.5996,2.787151333,2.808075333,22.80818667,22.93162667,1499.969333,0.973006333,0.026994013,0,2.73,0,16875.64,12843.64667,46.65806667,48.39153333,47.4622,47.437,46.9412,1459.479333,40.49,0,1786460321,0,1786458371,22:26:11,1786458371,1786458366,1,1.318,0.751,-12.303,-0.44,252,19,0.86,0.04,-1.126751952,6.23591439,0.676529611,0,-0.190996333,-0.335452208,0.036473195,0,0,2,0/2,3.06176,2.75953,0.0490164,0.0466827,0.126127,0.120538,33289.5,24018.2,33171.2,25500.7,37091.6,30325.8,48501.3,39878.7,1.80523,2.53622,0.246897,0,36.2265,999.9,69.253,34.644,37.6968,29.2455,-100,3,0.684751,0,20.2448,5.20456,11.9583,4.9678,3.29495,147.9,9999,7167.5,9999,4.97376,1.87306,1.87103,1.87241,1.87286,1.87363,1.87332,1.87774,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.302,-0.4402,-12.30263636,0,0,0,-0.44019,0,0,0,-1,-1,-1,-1,32.6,32.6,0.155029,4.99756,2.64526,2.70264,2.8479,2.26562,39.4166,15.6118,2,433.897,1173.52,37.1836,36.1347,29.9999,35.9878,35.8757,-1,40,10,-999.9,400,20,100.75,93.5617
18,1786460444,2050.1,20260811 23:00:44,23:00:44,15,,1786460436,-0.000283389,-0.283388818,0.133699251,176.803996,198.5461204,20.22031652,18.00605699,-0.005913072,1.393740594,-0.005927045,-0.003703145,287.4321867,42.1980385,39.99007333,7.409722826,40.05591338,2.784069321,6.950457711,4.625653505,12.49744686,-89.60667199,-15.66673221,194.6562293,1.638050071,-0.275309829,0.133699251,185.0010141,183.6088485,0.250670342,60.77707556,-0.283388818,27.78790618,27.39269152,0.010141987,69.65,50,10,1.004010102,0.401010242,25037.01892,1500.014667,1261.22702,0.840809792,0.191619584,6,0.5,0: Broadleaf,2,TRUE,1786460436,176.8072,178.7510667,27.33716667,27.66468,189.1098667,27.77736667,488.5615333,101.7420667,0.09984528,38.79753333,39.99007333,999.9,0,0,5009,0,25.28565333,-1.9438952,181.7766,183.837,-0.327504667,178.7510667,27.66468,2.78134,2.81466,22.77376,22.97022667,1500.014667,0.973007,0.026993233,0,3.481333333,0,16343.08,12844.03333,46.937,48.5872,47.7458,47.6124,47.187,1459.524667,40.49,0,1786460441,0,1786458371,22:26:11,1786458371,1786458366,1,1.318,0.751,-12.303,-0.44,252,19,0.86,0.04,-1.211853,-12.40698677,1.87917046,0,-0.2886213,-0.808293925,0.083164579,0,0,2,0/2,3.06006,2.75949,0.0488561,0.0470941,0.126124,0.121152,33298.4,24008.5,33174.3,25501.1,37093.8,30305.9,48505.7,39880,1.80243,2.53727,0.250213,0,35.9973,999.9,68.24,34.875,37.6229,29.1555,-100,3,0.680739,0,20.2448,5.20351,11.9607,4.9681,3.29497,148,9999,7167.5,9999,4.97376,1.87308,1.87103,1.87241,1.87289,1.87363,1.87332,1.87774,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.302,-0.4402,-12.30263636,0,0,0,-0.44019,0,0,0,-1,-1,-1,-1,34.6,34.6,0.155029,4.99756,2.64526,2.70142,2.8479,2.25708,39.4666,15.5768,2,431.95,1174.24,37.0589,36.0794,30.0001,35.9436,35.836,-1,40,10,-999.9,400,20,100.76,93.5642
19,1786460564,2170.1,20260811 23:02:44,23:02:44,15,,1786460556,-0.000232852,-0.232852281,0.225888102,183.2317084,241.8299527,24.62888677,18.66101758,-0.004808607,1.392179605,-0.004817853,-0.003010326,287.42902,42.29216877,40.19066667,7.489503472,40.26590588,2.816322529,6.994310614,4.673180944,10.26878559,-95.79743834,-16.79347309,185.1068942,0.884533414,-0.253632129,0.225888102,190.1619073,189.1476303,0.148805395,60.77707556,-0.232852281,27.92854395,27.6504697,-0.000142166,69.65,50,10,1.004018756,0.401875596,24983.32236,1499.998,1261.21302,0.840809801,0.191619602,6,0.5,0: Broadleaf,2,TRUE,1786460556,183.2371333,184.265,27.65334667,27.95585333,195.5397333,28.09352667,487.136,101.7438,0.100022473,38.91430667,40.19066667,999.9,0,0,5001.25,0,25.6035,-1.02779434,188.4483333,189.5642,-0.3025182,184.265,27.95585333,2.813553333,2.844332667,22.96382667,23.14365333,1499.998,0.973007667,0.02699254,0,2.310333333,0,15842.98667,12843.9,47.14153333,48.7996,48,47.687,47.3666,1459.508,40.49,0,1786460561,0,1786458371,22:26:11,1786458371,1786458366,1,1.318,0.751,-12.303,-0.44,252,19,0.86,0.04,-1.191007205,4.140618122,1.238437016,0,-0.31477855,0.275301609,0.030277928,0,0,2,0/2,3.05933,2.75955,0.0500708,0.0486531,0.126999,0.121582,33259,23970.3,33177,25502,37059.2,30292.5,48509.7,39881.5,1.80275,2.53643,0.255652,0,36.1043,999.9,67.739,35.097,37.8081,28.8855,-100,3,0.676804,0,20.2447,5.20501,11.9578,4.96935,3.2948,148,9999,7167.5,9999,4.9738,1.87305,1.87102,1.87241,1.87288,1.87365,1.87332,1.87772,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.303,-0.4402,-12.30263636,0,0,0,-0.44019,0,0,0,-1,-1,-1,-1,36.6,36.6,0.155029,4.99756,2.64526,2.70142,2.8479,2.27295,39.5166,15.5855,2,431.864,1172.3,36.9931,36.0327,29.9999,35.9012,35.7957,-1,40,10,-999.9,400,20,100.768,93.5675
20,1786460684,2290.1,20260811 23:04:44,23:04:44,15,,1786460676,-0.000450438,-0.450437899,-0.027594353,211.3426632,191.4937185,19.50219237,21.52365783,-0.009506685,1.391250189,-0.009542923,-0.005961059,287.4349733,42.31070572,40.04965333,7.433341911,41.23045901,2.869401273,6.959421123,4.563940638,19.86431134,-92.12123952,-16.14168123,199.0363639,-0.089606393,-0.457950416,-0.027594353,217.3839565,217.4162242,0.000570207,60.77707556,-0.450437899,28.73392387,28.19120303,0.000438304,69.65,50,10,1.004021805,0.402180549,24964.45459,1500.029333,1261.23934,0.840809784,0.191619568,6,0.5,0: Broadleaf,2,TRUE,1786460676,211.342,211.1124,28.1749,28.72191333,223.645,28.6151,486.1453333,101.7425333,0.099931887,38.82145333,40.04965333,999.9,0,0,4996.75,0,26.01387333,0.229860187,217.4694,217.3551333,-0.546999933,211.1124,28.72191333,2.866587333,2.922242,23.27262667,23.59136,1500.029333,0.973007533,0.0269927,0,1.919,0,15377.04,12844.15333,47.312,49,48.187,47.687,47.5,1459.539333,40.49,0,1786460681,0,1786458371,22:26:11,1786458371,1786458366,1,1.318,0.751,-12.303,-0.44,252,19,0.86,0.04,0.400609895,-5.26689233,0.74362246,0,-0.550703048,0.050144494,0.007278766,1,1,2,1/2,3.05809,2.75959,0.0561527,0.0542124,0.128885,0.123933,33050.6,23828,33180.9,25499,36983.6,30210.2,48515,39878.1,1.8007,2.53853,0.258826,0,35.8727,999.9,68.356,35.278,38.5368,29.0355,-100,3,0.671903,0,20.2448,5.20501,11.9593,4.9693,3.29465,148,9999,7167.5,9999,4.97374,1.87308,1.87101,1.87241,1.87287,1.87364,1.87332,1.87773,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.302,-0.4402,-12.30263636,0,0,0,-0.44019,0,0,0,-1,-1,-1,-1,38.6,38.6,0.155029,4.99756,2.64526,2.70142,2.8479,2.25342,39.5917,15.5592,2,430.324,1174.31,36.9263,35.9758,29.9998,35.8506,35.747,-1,40,10,-999.9,400,20,100.779,93.5585
21,1786460804,2410.1,20260811 23:06:44,23:06:44,15,,1786460796,-0.000486772,-0.486771896,-0.244828372,206.9507446,155.5246357,15.83880755,21.07610156,-0.010325473,1.392051056,-0.010368212,-0.006476278,287.4331589,42.27618308,40.01026667,7.417720699,41.4700628,2.878119804,6.940234979,4.539600894,21.46664061,-93.06334036,-16.29028849,199.5461707,2.340037737,-0.484860456,-0.244828372,215.7174638,215.3804061,0.132072452,60.77299566,-0.486771896,28.86763519,28.28135091,0.000302849,69.65,49,10,1.003936798,0.393679836,24991.32475,1500.02,1261.231479,0.840809776,0.191619551,6,0.5,0: Broadleaf,2,TRUE,1786460796,206.9448667,209.7015333,28.26087333,28.84082,219.2474,28.70106,485.4824667,101.7411333,0.1000154,38.77022,40.01026667,999.9,0,0,5000.75,0,25.83494,-2.756653133,212.9634667,215.9290667,-0.579955133,209.7015333,28.84082,2.875290667,2.934296,23.32282667,23.6597,1500.02,0.9730094,0.026990807,0,1.887,0,14947.98667,12844.07333,47.50826667,49.229,48.39153333,47.875,47.66633333,1459.531333,40.48933333,0,1786460801,0,1786458371,22:26:11,1786458371,1786458366,1,1.318,0.751,-12.303,-0.44,252,19,0.86,0.04,-2.67114981,1.530789117,2.644838465,0,-0.569897,-0.199347429,0.020789201,0,0,2,0/2,3.05751,2.7595,0.0557225,0.054248,0.129207,0.124324,33069.9,23827.6,33184.9,25499.2,36972.4,30197,48520.5,39878.3,1.80045,2.54055,0.268728,0,35.6954,999.9,67.824,35.47,38.6476,29.3055,-100,3,0.667264,0,20.2449,5.20082,11.9583,4.96945,3.29487,148.1,9999,7167.5,9999,4.97373,1.87306,1.87097,1.87241,1.87288,1.87363,1.87332,1.8777,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.303,-0.4402,-12.30263636,0,0,0,-0.44019,0,0,0,-1,-1,-1,-1,40.6,40.6,0.155029,4.99756,2.64526,2.7002,2.8479,2.23877,39.6418,15.533,2,429.803,1176.14,36.8592,35.9118,30.0001,35.7935,35.6928,-1,40,10,-999.9,400,20,100.791,93.559
22,1786460925,2531,20260811 23:08:45,23:08:45,15,,1786460917,-0.000534575,-0.534575176,-0.075171097,218.475542,192.4959578,19.60369797,22.24944663,-0.011350443,1.390200701,-0.011402181,-0.007121695,287.4353533,42.33131817,40.03528667,7.427640623,41.65219862,2.895019491,6.950460208,4.532621132,23.57476525,-92.76725626,-16.26416035,201.978702,-1.070151684,-0.540346283,-0.075171097,222.3449367,223.3964121,-0.194416415,60.77299566,-0.534575176,29.08505353,28.44068606,0.000322942,69.65,49,10,1.003945452,0.394545188,24936.72648,1500.031333,1261.24102,0.840809783,0.191619566,6,0.5,0: Broadleaf,2,TRUE,1786460917,218.4737333,217.0089333,28.42726667,29.07413333,230.7764667,28.86746,484.9798667,101.7394667,0.10006384,38.79754,40.03528667,999.9,0,0,4991.75,0,26.15285333,1.4647854,224.8661333,223.5072667,-0.646854533,217.0089333,29.07413333,2.892173333,2.957984667,23.41982,23.79326667,1500.031333,0.973008533,0.026991667,0,2.463666667,0,14541.69333,12844.18667,47.66633333,49.4874,48.5746,48.0956,47.812,1459.541333,40.49,0,1786460922,0,1786458371,22:26:11,1786458371,1786458366,1,1.318,0.751,-12.303,-0.44,252,19,0.86,0.04,-0.076752333,20.38937782,2.984920815,0,-0.643102,-0.062476831,0.008295299,1,1,2,1/2,3.05719,2.75918,0.0574251,0.0555588,0.129772,0.125019,33014.2,23794.7,33188.5,25499,36951.7,30173.4,48525.8,39878.4,1.8003,2.54005,0.272308,0,35.6376,999.9,67.446,35.621,38.7535,29.2855,-100,3,0.663435,0,20.2451,5.20501,11.9581,4.9689,3.29465,148.1,9999,7167.5,9999,4.97375,1.8731,1.87102,1.87241,1.87288,1.87364,1.87332,1.87773,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-12.302,-0.4402,-12.30263636,0,0,0,-0.44019,0,0,0,-1,-1,-1,-1,42.6,42.6,0.155029,4.99756,2.64526,2.69897,2.8479,2.26562,39.692,15.5242,2,429.397,1174.52,36.8186,35.8629,29.9999,35.7447,35.6444,-1,40,10,-999.9,400,20,100.802,93.5588
