obs,time,elapsed,date,hhmmss,averaging,kam,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,CO2_hrs,AccH2O_hum,AccH2O_des,AccCO2_soda,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
11,1784732101,1204,20260722 22:55:01,22:55:01,15,,1784732093,0.003103806,3.103805923,4.630010751,421.5711251,325.6902213,32.94762208,42.64716961,0.099921252,1.385115129,0.096082479,0.06038416,287.4330067,35.16672114,33.63733333,5.23586907,40.29263349,2.086226757,5.177687772,3.149642313,-136.8778412,-14.90897827,-2.478130223,133.168057,5.891344047,3.249165356,4.630010751,441.413576,432.5690303,0.405882352,60.85793963,3.103805923,16.31531569,20.57540606,-0.002842175,69.65,43,10,1.003417213,0.341721318,25252.70613,1500.012667,1261.22594,0.840810193,0.191620386,6,0.5,0: Broadleaf,2,TRUE,1784732093,421.6811333,431.7855333,20.62254,16.1977,435.3912667,20.37123333,429.9944,101.0624667,0.099987487,33.43768,33.63733333,999.9,0,0,5000.081333,0,506.1299067,-10.10426933,430.5604667,438.8948,4.42484,431.7855333,16.1977,2.084162667,1.636977333,18.09860667,14.31108,1500.012667,0.972993333,0.027006733,0,2.02408,0,15214.8,12843.96667,43.7996,45.75,44.75826667,44.2996,43.8498,1459.502667,40.51,0,1784732098,0,1784730648,22:30:48,1784730642,1784730648,1,0.032,-0.09,-13.928,-0.577,447,16,0.08,0.01,-9.1045875,-23.35305158,2.411842998,0,4.461647,-1.319590376,0.140786806,0,0,2,0/2,3.00434,2.75942,0.0973684,0.0974713,0.0993653,0.0837555,31935.5,22970.4,33501.8,25737.3,38551.4,31918.4,48948.7,40220.2,1.74767,2.64705,0.177175,0,30.7902,999.9,69.46,31.642,32.1614,29.3427,-100,3,0.292398,0,20.2421,5.20486,11.956,4.96955,3.294,121.7,9999,9999,7159.6,4.97378,1.87302,1.87088,1.87241,1.87286,1.87372,1.87331,1.87774,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.73,0.243,-9.716223725,-0.010281863,2.60765E-06,-1.39012E-10,-1.016938244,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,24.3,24.2,0.157471,4.99756,2.64526,2.75024,2.8479,2.25098,37.4098,15.9533,2,371.808,1235.7,31.4848,31.2996,30.0004,31.1791,31.0872,-1,40,10,-999.9,400,20,101.71,94.389
12,1784732221,1324,20260722 22:57:01,22:57:01,15,,1784732213,0.002945243,2.945242651,5.489824426,428.8739799,310.4171096,31.40359252,43.38737554,0.091647549,1.384397359,0.08840547,0.055535152,287.4299667,35.42407087,33.86652,5.303357018,39.3100502,2.055584341,5.229157253,3.247772677,-129.8852009,-18.81713514,-3.135575169,135.5920555,8.308664438,3.003658011,5.489824426,455.507565,442.4206242,0.94579397,60.85793963,2.945242651,16.35899082,20.34574727,0.00592729,69.65,43,10,1.00342202,0.342201997,25217.3554,1499.996667,1261.2125,0.840810202,0.191620404,6,0.5,0: Broadleaf,2,TRUE,1784732213,429.0046,442.3524667,20.31896667,16.22852667,442.7740667,20.13137333,430.1322,101.0658,0.0999913,33.6144,33.86652,999.9,0,0,4996.375333,0,441.8318667,-13.34805467,437.9022,449.6504667,4.090448667,442.3524667,16.22852667,2.053551333,1.640148,17.86339333,14.34089333,1499.996667,0.972993,0.027007073,0,1.997793333,0,15110.25333,12843.84,43.875,45.89153333,44.87913333,44.43706667,44,1459.486667,40.51,0,1784732218,0,1784730648,22:30:48,1784730642,1784730648,1,0.032,-0.09,-13.928,-0.577,447,16,0.08,0.01,-12.32133048,-26.64219351,3.787513905,0,4.120830476,-0.557322857,0.084068924,0,0,2,0/2,3.00484,2.75944,0.0991156,0.0999383,0.0986702,0.0841727,31865.5,22902.7,33493.8,25732.3,38576.7,31897.6,48938.5,40213.7,1.74767,2.64342,0.17751,0,30.9998,999.9,68.13,31.955,32.1082,29.0127,-100,3,0.301395,0,20.2421,5.20486,11.956,4.96965,3.294,121.8,9999,9999,7159.6,4.97376,1.87302,1.87088,1.87241,1.87286,1.87375,1.8733,1.87774,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.815,0.1968,-9.716223725,-0.010281863,2.60765E-06,-1.39012E-10,-1.016938244,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,26.3,26.2,0.157471,4.99756,2.64526,2.75146,2.8479,2.25342,37.8195,15.9533,2,372.535,1233.01,31.6526,31.4194,30.0005,31.2997,31.2076,-1,40,10,-999.9,400,20,101.688,94.3726
13,1784732341,1444.1,20260722 22:59:01,22:59:01,15,,1784732333,0.002963281,2.963281196,3.855799996,416.567511,326.5879086,33.04136812,42.14473382,0.090886537,1.385338837,0.087699154,0.055089032,287.4335688,35.52298832,33.9963625,5.341926059,38.93166565,2.048282142,5.261224014,3.293643916,-130.6807007,-20.36137635,-3.394559847,132.9969318,4.392067216,3.049693497,3.855799996,430.2776508,425.3057455,-0.085148602,60.84697424,2.963281196,16.06888256,20.1670897,-0.009736693,69.65,43,10,1.003419586,0.341958586,25235.24426,1500.015625,1261.228425,0.840810192,0.191620383,6,0.5,0: Broadleaf,2,TRUE,1784732333,416.6591875,424.50975,20.24565625,16.106775,430.32825,20.07331875,431.6466875,101.0714375,0.099999819,33.7237375,33.9963625,999.9,0,0,5000.74125,0,87.91418125,-7.85056,425.2689375,431.45925,4.138880625,424.50975,16.106775,2.046259375,1.6279375,17.80685625,14.2257875,1500.015625,0.9729935,0.027006538,0,1.98823125,0,15038.6375,12844.01875,44,46,45.003875,44.5076875,44.085625,1459.505625,40.51,0,1784732338,0,1784730648,22:30:48,1784730642,1784730648,1,0.032,-0.09,-13.928,-0.577,447,16,0.08,0.01,-8.206607143,7.550208312,1.904174385,0,4.207465714,-0.971593247,0.113761436,0,0,2,0/2,3.00587,2.75943,0.0960684,0.0959423,0.0980195,0.0824083,31967.2,23001.8,33488,25729.9,38600.8,31956.1,48931.3,40210.2,1.74948,2.6411,0.179913,0,31.0686,999.9,66.762,32.257,32.0029,29.2173,-100,3,0.308255,0,20.2421,5.19977,11.956,4.96925,3.294,121.8,9999,9999,7159.6,4.97376,1.87302,1.87088,1.87241,1.87286,1.87371,1.87331,1.87773,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.669,0.154,-9.716223725,-0.010281863,2.60765E-06,-1.39012E-10,-1.016938244,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,28.3,28.2,0.15625,4.99756,2.64526,2.75024,2.8479,2.26562,38.1106,15.9445,2,374.052,1231.76,31.7881,31.5141,30.0003,31.3975,31.3073,-1,40,10,-999.9,400,20,101.672,94.3641
14,1784732461,1564.1,20260722 23:01:01,23:01:01,15,,1784732453,0.002951854,2.951853521,3.64708223,430.0703052,342.6322703,34.66510366,43.51146405,0.09031483,1.385827978,0.087167743,0.054753456,287.4287,35.63030212,34.12466,5.380275518,39.31800221,2.080475869,5.291407884,3.299799649,-130.1767403,-22.30424867,-3.721347938,131.2263631,-3.038848803,3.078029438,3.64708223,431.4985675,432.0855212,-1.028308003,60.84697424,2.951853521,16.11883025,20.35732364,-0.033815141,69.65,43,10,1.003418825,0.341882485,25240.84229,1499.99,1261.2069,0.840810205,0.191620411,6,0.5,0: Broadleaf,2,TRUE,1784732453,430.157,427.7862,20.56356667,16.38484,443.936,20.32465333,431.363,101.0728667,0.1000428,33.82612667,34.12466,999.9,0,0,5003.084,0,44.89316,2.370798907,439.1888,434.9129333,4.178729333,427.7862,16.38484,2.078418,1.656062,18.05454,14.48897333,1499.99,0.972993667,0.027006387,0,2.09412,0,14967.82,12843.78667,44.1208,46.0788,45.125,44.61233333,44.187,1459.48,40.51,0,1784732458,0,1784730648,22:30:48,1784730642,1784730648,1,0.032,-0.09,-13.928,-0.577,447,16,0.08,0.01,2.14199013,-5.925983197,4.236715815,0,4.1038405,1.823531278,0.194671853,0,0,2,0/2,3.00628,2.75955,0.0970862,0.0956774,0.0985082,0.0823762,31925.3,23004.9,33482.2,25726.4,38573.4,31952.7,48923.6,40205.7,1.74955,2.63862,0.185948,0,31.1234,999.9,66.03,32.559,32.1971,29.2173,-100,3,0.314657,0,20.2425,5.20366,11.956,4.96915,3.294,121.8,9999,9999,7159.6,4.97376,1.87302,1.87088,1.87241,1.87288,1.87368,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.719,0.1887,-9.716223725,-0.010281863,2.60765E-06,-1.39012E-10,-1.016938244,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,30.3,30.2,0.15625,4.99756,2.64526,2.74902,2.8479,2.24243,38.379,15.9358,2,374.651,1230.11,31.9037,31.6055,30.0004,31.4902,31.3988,-1,40,10,-999.9,400,20,101.655,94.3525
15,1784732581,1684.1,20260722 23:03:01,23:03:01,15,,1784732573,0.002746579,2.746578546,2.798705728,459.7298105,381.1619392,38.56274816,46.5115823,0.082796121,1.384666852,0.080140782,0.050319466,287.4299667,35.91979043,34.37166667,5.45478296,39.60146371,2.11719229,5.346247566,3.33759067,-121.1241139,-26.93427515,-4.507107684,134.8644699,0.04016578,2.67448673,2.798705728,465.4515349,466.1245212,-0.830092689,60.84697424,2.746578546,17.21080068,20.94714,0.000726884,69.65,43,10,1.003425433,0.342543314,25192.31399,1499.996667,1261.2125,0.840810202,0.191620404,6,0.5,0: Broadleaf,2,TRUE,1784732573,459.7964667,461.5629333,20.92675333,17.29658667,473.8138,20.61084667,431.2840667,101.0716,0.099960433,34.01086,34.37166667,999.9,0,0,4997.418,0,382.9280667,-1.766360667,469.6242,469.6876667,3.630172,461.5629333,17.29658667,2.115102667,1.748195333,18.33335333,15.33089333,1499.996667,0.972995,0.027005027,0,2.058773333,0,14909.24667,12843.84,44.2122,46.13326667,45.187,44.7332,44.312,1459.486667,40.51,0,1784732578,0,1784730648,22:30:48,1784730642,1784730648,1,0.032,-0.09,-13.928,-0.577,447,16,0.08,0.01,-1.2265027,19.03851528,5.724419651,0,3.6206545,0.70793188,0.103736494,0,0,2,0/2,3.00549,2.75947,0.102352,0.0998478,0.100337,0.0856889,31734.7,22895.4,33477.8,25722.7,38487.8,31831.1,48918.5,40201.2,1.7474,2.6383,0.188444,0,31.3286,999.9,67.116,32.851,33.2649,29.3073,-100,3,0.319405,0,20.2425,5.20172,11.956,4.96905,3.294,121.9,9999,9999,7159.6,4.97378,1.87303,1.8709,1.87241,1.87286,1.87374,1.87331,1.87774,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.975,0.3175,-9.716223725,-0.010281863,2.60765E-06,-1.39012E-10,-1.016938244,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,32.3,32.2,0.15625,4.99756,2.64526,2.74902,2.8479,2.27783,38.5995,15.9182,2,374.002,1231.27,32.0413,31.677,30.0003,31.5669,31.4763,-1,40,10,-999.9,400,20,101.643,94.3408
16,1784732701,1804.1,20260722 23:05:01,23:05:01,15,,1784732693,0.002546597,2.546596679,6.070278559,411.2121191,255.4831356,25.84799573,41.60356445,0.072864929,1.38511143,0.07080048,0.04443091,287.42908,36.11794322,34.44031333,5.475648265,36.65741211,1.970507435,5.375467939,3.50514083,-112.3049135,-24.76891024,-4.14679858,146.2084576,10.91679601,2.704147693,6.070278559,448.5576068,428.0885091,2.137061472,60.84697424,2.546596679,16.00397655,19.46714606,0.000591553,69.65,42,10,1.003344878,0.334487845,25197.0202,1499.992,1261.20858,0.840810204,0.191620409,6,0.5,0: Broadleaf,2,TRUE,1784732693,411.3566667,428.0078,19.47661333,15.80773333,424.9822667,19.46169333,432.1425333,101.073,0.10000176,34.10862,34.44031333,999.9,0,0,4999.542,0,43.04716667,-16.65105933,419.5276667,434.8850667,3.668887333,428.0078,15.80773333,1.968562,1.597736,17.19369333,13.93582667,1499.992,0.972994667,0.027005353,0,2.006726667,0,14820.67333,12843.8,44.312,46.2458,45.312,44.74986667,44.375,1459.482,40.51,0,1784732698,0,1784730648,22:30:48,1784730642,1784730648,1,0.032,-0.09,-13.928,-0.577,447,16,0.08,0.01,-13.838797,-105.2337356,11.67396694,0,3.686222,-1.288599699,0.195835108,0,0,2,0/2,3.00637,2.75955,0.0968875,0.101755,0.0959299,0.083501,31920.7,22843,33470.9,25718.7,38680.4,31903.9,48909.2,40195.3,1.74867,2.63368,0.195019,0,31.2982,999.9,63.411,33.143,31.9505,28.9473,-100,3,0.327297,0,20.2423,5.20426,11.956,4.9693,3.29402,121.9,9999,9999,7159.6,4.97378,1.87302,1.87088,1.87241,1.87286,1.87373,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.711,0.0197,-9.716223725,-0.010281863,2.60765E-06,-1.39012E-10,-1.016938244,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,34.3,34.2,0.15625,4.99756,2.64526,2.74902,2.8479,2.2522,38.7717,15.9095,2,375.157,1226.4,32.1434,31.7592,30.0006,31.6491,31.562,-1,40,10,-999.9,400,20,101.623,94.3267
17,1784732821,1924.1,20260722 23:07:01,23:07:01,15,,1784732813,0.002509359,2.509359149,3.277418103,476.2714667,377.7416088,38.21725755,48.18582037,0.072373726,1.384562631,0.070335815,0.044138203,287.4364267,36.29989573,34.68063333,5.549241721,38.2662072,2.075726285,5.424436956,3.473515436,-110.6627385,-30.54554127,-5.126021226,141.1021257,14.58109459,2.278394093,3.277418103,508.513427,497.7995697,1.08719472,60.84697424,2.509359149,17.59192271,20.76829939,0.038280067,69.65,42,10,1.003348761,0.334876121,25167.90261,1500.030667,1261.24106,0.840810183,0.191620367,6,0.5,0: Broadleaf,2,TRUE,1784732813,476.3496,498.0929333,20.5166,17.42024,490.4978667,20.28754,430.9663333,101.073,0.100015267,34.27142,34.68063333,999.9,0,0,4996.834667,0,113.3020667,-21.743278,486.3286667,506.9232667,3.096370667,498.0929333,17.42024,2.073678,1.760718,18.01806,15.44152,1500.030667,0.972995667,0.027004347,0,1.986626667,0,14751.47333,12844.13333,44.40806667,46.312,45.37913333,44.8874,44.5,1459.520667,40.51,0,1784732818,0,1784730648,22:30:48,1784730642,1784730648,1,0.032,-0.09,-13.928,-0.577,447,16,0.08,0.01,-24.75486952,56.76667091,15.6217544,0,3.154079524,-1.059174545,0.145630869,0,0,2,0/2,3.00591,2.75946,0.107246,0.104725,0.099834,0.0871336,31549,22762.9,33465.2,25713.9,38500.4,31769.4,48902.2,40189,1.74692,2.63228,0.194963,0,31.5302,999.9,65.273,33.425,33.4157,29.3973,-100,3,0.332736,0,20.2424,5.20516,11.956,4.96955,3.294,121.9,9999,9999,7159.6,4.9738,1.87303,1.87092,1.87241,1.87286,1.87369,1.87331,1.87773,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-14.217,0.285,-9.716223725,-0.010281863,2.60765E-06,-1.39012E-10,-1.016938244,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,36.3,36.2,0.15625,4.99756,2.64648,2.7478,2.8479,2.22656,38.9198,15.9007,2,374.76,1226.03,32.2764,31.8413,30.0002,31.7338,31.6412,-1,40,10,-999.9,400,20,101.608,94.3107
18,1784732941,2044.1,20260722 23:09:01,23:09:01,15,,1784732933,0.002534227,2.534227428,4.707193002,448.3143129,318.845838,32.25708113,45.35518246,0.071915613,1.385266385,0.069904025,0.043866062,287.4287,36.35659988,34.71783333,5.56071002,37.2890199,2.030666333,5.445748744,3.530043688,-111.7594296,-28.07762569,-4.711945924,142.8796988,12.06119647,2.314321878,4.707193002,478.6626418,465.6672364,1.136526985,60.84697424,2.534227428,16.99363039,20.26796667,0.02796331,69.65,42,10,1.003346809,0.334680923,25182.53245,1499.99,1261.2069,0.840810205,0.191620411,6,0.5,0: Broadleaf,2,TRUE,1784732933,448.4264667,466.5866667,20.07216667,16.92908667,462.3527333,19.93572667,431.4523333,101.0682667,0.100001127,34.34187333,34.71783333,999.9,0,0,5000.540667,0,117.8179267,-18.16034,457.6122667,474.6222667,3.143097333,466.5866667,16.92908667,2.028664,1.710994667,17.66956667,14.99614667,1499.99,0.972995333,0.027004673,0,1.952973333,0,14693.34,12843.78,44.5,46.375,45.4874,44.9496,44.562,1459.48,40.51,0,1784732938,0,1784730648,22:30:48,1784730642,1784730648,1,0.032,-0.09,-13.928,-0.577,447,16,0.08,0.01,-18.6563,2.316927273,1.302327123,0,3.20416619,-0.775026234,0.133893992,0,0,2,0/2,3.00596,2.75938,0.102782,0.103256,0.0982934,0.0855371,31702.3,22798.5,33460.8,25712.1,38565.1,31823.3,48896.2,40186.4,1.74685,2.63018,0.193231,0,31.6011,999.9,63.271,33.717,32.9218,29.2473,-100,3,0.337391,0,20.2424,5.20426,11.956,4.9692,3.29402,122,9999,9999,7159.6,4.97376,1.87302,1.8709,1.87241,1.87286,1.87366,1.87331,1.87774,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.999,0.1797,-9.716223725,-0.010281863,2.60765E-06,-1.39012E-10,-1.016938244,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,38.3,38.2,0.15625,4.99756,2.64526,2.74902,2.8479,2.28027,39.0188,15.892,2,375.095,1224.38,32.3804,31.8991,30.0001,31.7959,31.7069,-1,40,10,-999.9,400,20,101.595,94.3046
19,1784733061,2164.1,20260722 23:11:01,23:11:01,15,,1784733053,0.00253383,2.533829777,2.830575379,448.2785,360.1377495,36.43208919,45.3485432,0.071695025,1.384634321,0.069694689,0.043734254,287.42718,36.40594764,34.75506667,5.57220922,37.22405904,2.032607117,5.460466078,3.539602104,-111.7418932,-27.22278052,-4.572484249,143.8900221,8.671052325,2.352591872,2.830575379,468.1816787,462.8528424,0.237535655,60.84697424,2.533829777,16.86934293,20.22960909,0.01451466,69.65,42,10,1.003349728,0.334972778,25160.66457,1499.982,1261.20018,0.84081021,0.191620419,6,0.5,0: Broadleaf,2,TRUE,1784733053,448.346,461.8329333,20.09268667,16.89724667,462.2717333,19.95200667,431.3899333,101.0616,0.099939547,34.39038667,34.75506667,999.9,0,0,4997.752,0,82.06057333,-13.48703613,457.5397333,469.7708667,3.195431333,461.8329333,16.89724667,2.030602,1.707668,17.68476667,14.96623333,1499.982,0.972994667,0.02700536,0,2.003733333,0,14636.81333,12843.70667,44.55786667,46.437,45.50413333,44.99986667,44.625,1459.472,40.51,0,1784733058,0,1784730648,22:30:48,1784730642,1784730648,1,0.032,-0.09,-13.928,-0.577,447,16,0.08,0.01,-16.8359771,95.77983835,10.36470449,0,3.149702,1.432371429,0.167092859,0,0,2,0/2,3.00508,2.75931,0.101907,0.100839,0.098156,0.0847364,31730.2,22858.5,33457.9,25710.8,38568.6,31849.7,48892.5,40184.9,1.7449,2.62972,0.192448,0,31.632,999.9,62.135,33.979,32.8115,29.2173,-100,3,0.340414,0,20.2423,5.20456,11.956,4.9692,3.294,122,9999,9999,7159.6,4.97379,1.87302,1.87089,1.87241,1.87286,1.87367,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.957,0.1715,-9.716223725,-0.010281863,2.60765E-06,-1.39012E-10,-1.016938244,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,40.3,40.2,0.15625,4.99756,2.64526,2.7478,2.8479,2.25952,39.1428,15.892,2,374.383,1224.78,32.4616,31.9476,30.0001,31.8456,31.7569,-1,40,10,-999.9,400,20,101.587,94.3005
20,1784733181,2284.1,20260722 23:13:01,23:13:01,15,,1784733173,0.002443501,2.443501106,3.472456328,433.8353111,327.2675772,33.10805385,43.88898823,0.067627519,1.386129612,0.065846546,0.041310198,287.4376933,36.53439995,34.83908667,5.598234065,36.17751573,1.984795666,5.486268546,3.613438399,-107.7583988,-27.19538482,-4.566712445,147.9171973,16.84178623,2.374691309,3.472456328,470.8095091,455.9910061,1.779267169,60.84697424,2.443501106,16.89594738,19.88776848,0.052883108,69.65,42,10,1.003344944,0.334494422,25196.5264,1500.037333,1261.24666,0.84081018,0.19162036,6,0.5,0: Broadleaf,2,TRUE,1784733173,433.918,458.6830667,19.61937333,16.39422,447.7272667,19.57556667,431.6417333,101.0650667,0.100023187,34.47516667,34.83908667,999.9,0,0,5004.958667,0,37.21035333,-24.76503227,442.6024,466.3342667,3.225143333,458.6830667,16.39422,1.982830667,1.656881333,17.30764667,14.49294,1500.037333,0.972995333,0.027004693,0,2.02422,0,14602.14667,12844.20667,44.562,46.437,45.562,44.99153333,44.6374,1459.527333,40.51,0,1784733178,0,1784730648,22:30:48,1784730642,1784730648,1,0.032,-0.09,-13.928,-0.577,447,16,0.08,0.01,-18.2036308,-120.8411094,15.32133569,0,3.4354175,-4.875770075,0.505821156,0,0,2,0/2,3.00563,2.75937,0.10127,0.108733,0.0971574,0.0852585,31753.5,22658.3,33458.9,25711.3,38615.2,31833.1,48894.4,40185.7,1.74612,2.62752,0.196714,0,31.6593,999.9,61.159,34.211,32.7179,29.1273,-100,3,0.340234,0,20.2429,5.20276,11.956,4.9691,3.2941,122,9999,9999,7159.6,4.97378,1.87304,1.8709,1.87241,1.87286,1.87369,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.926,0.1046,-9.716223725,-0.010281863,2.60765E-06,-1.39012E-10,-1.016938244,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,42.3,42.2,0.15625,4.99756,2.64526,2.7478,2.8479,2.27051,39.1676,15.8745,2,375.11,1221.98,32.5252,31.9565,29.9999,31.861,31.7743,-1,40,10,-999.9,400,20,101.59,94.3023
21,1784733301,2404.1,20260722 23:15:01,23:15:01,15,,1784733293,0.002536357,2.536356847,7.48966953,422.4672017,229.5335272,23.21978467,42.73710065,0.070640818,1.383603654,0.068696613,0.043105605,287.4319933,36.49269681,34.81891333,5.59197584,36.39752159,1.997104814,5.486925282,3.594871026,-111.853337,-25.48041693,-4.286165672,145.8120738,12.29404383,2.609059417,7.48966953,461.411217,439.0310727,2.107472811,60.84697424,2.536356847,16.20607219,19.70935333,-0.005942333,69.65,42,10,1.003354634,0.335463367,25123.99196,1500.007333,1261.22146,0.840810196,0.191620392,6,0.5,0: Broadleaf,2,TRUE,1784733293,422.6460667,441.2600667,19.74189333,16.18954667,436.3639333,19.67323333,430.5033333,101.0608,0.099953953,34.47732,34.81891333,999.9,0,0,4992.707333,0,84.10560667,-18.61397867,431.1578667,448.5225333,3.552349333,441.2600667,16.18954667,1.995132,1.636128,17.40573333,14.30308667,1500.007333,0.972994667,0.02700536,0,2.0553,0,14555.20667,12843.92667,44.5662,46.437,45.562,44.9454,44.67046667,1459.497333,40.51,0,1784733298,0,1784730648,22:30:48,1784730642,1784730648,1,0.032,-0.09,-13.928,-0.577,447,16,0.08,0.01,-14.8064155,-146.2030083,16.57460649,0,3.563501,-0.406796391,0.100025839,0,0,2,0/2,3.00462,2.7595,0.099036,0.104403,0.0965565,0.0843005,31833,22769.7,33459.5,25712.8,38642.5,31868.6,48895.2,40188.3,1.74427,2.62892,0.200067,0,31.5922,999.9,59.919,34.402,32.3967,29.4273,-100,3,0.338638,0,20.2425,5.20486,11.956,4.9691,3.29408,122.1,9999,9999,7159.6,4.97378,1.87303,1.87091,1.87241,1.87286,1.87371,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.818,0.0647,-9.716223725,-0.010281863,2.60765E-06,-1.39012E-10,-1.016938244,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,44.3,44.2,0.155029,4.99756,2.64526,2.74658,2.8479,2.26929,39.1924,15.8569,2,374.104,1223.92,32.5707,31.9424,30.0002,31.853,31.771,-1,40,10,-999.9,400,20,101.592,94.3083
