obs,time,elapsed,date,hhmmss,averaging,kam,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
11,1784645893,1170.1,20260721 22:58:13,22:58:13,15,,1784645885,0.002364977,2.36497741,4.158855762,468.6642185,359.7468121,36.38050735,47.39511643,0.077487758,1.38559787,0.075158347,0.047177422,287.4316544,34.80015913,33.09196667,5.078272187,40.42459973,2.007599527,4.966281769,3.07067266,-104.2955038,-29.62366974,-4.891303007,148.6211779,5.023012031,2.418787597,4.158855762,485.3525377,478.9397758,0.095691967,60.85965276,2.36497741,16.58068709,19.82024364,-0.002829713,69.65,40,9,1.003168403,0.316840346,25329.30965,1500.009333,1261.222781,0.840809955,0.191619911,6,0.5,0: Broadleaf,2,TRUE,1784645885,468.7627333,477.2967333,19.85204667,16.56805333,482.7522,19.79622,431.7542667,101.0280667,0.100021553,32.6954,33.09196667,999.9,0,0,5004.166667,0,102.9632,-8.534106,478.257,485.3381333,3.284024,477.2967333,16.56805333,2.005616667,1.673838,17.48873333,14.6559,1500.009333,0.9730004,0.02699964,0,2.03132,0,14859.86667,12843.98,43.687,45.687,44.6374,44.3372,43.6912,1459.510667,40.498,0,1784645891,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-7.8317055,-15.86489008,2.494733921,0,3.273993,-0.031894737,0.039547486,1,1,2,1/2,3.00656,2.75942,0.104968,0.105609,0.0971962,0.0847273,31694,22781.6,33529.4,25756.5,38674,31905.9,48978.5,40243.1,1.76192,2.6545,0.208151,0,29.7193,999.9,75.382,30.293,32.3277,29.1491,-100,3,0.273191,0,20.244,5.20471,11.956,4.96945,3.294,7158.8,9999,9999,116.3,4.97362,1.87302,1.87076,1.8724,1.87286,1.87377,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.999,0.0493,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,18.7,18.8,0.157471,4.99756,2.64526,2.75146,2.8479,2.27539,34.5549,15.6993,2,377.596,1241.25,30.8141,31.0166,30.0005,30.9226,30.8407,-1,40,10,-999.9,400,20,101.781,94.4493
12,1784646013,1290.1,20260721 23:00:13,23:00:13,15,,1784646005,0.002357241,2.357241149,3.721025855,463.6998615,362.8991681,36.69720551,46.89040541,0.076481924,1.384578143,0.074210022,0.046579764,287.4276622,34.89673871,33.17354,5.101578993,40.11061033,2.002308885,4.991968132,3.099270107,-103.9543347,-28.85043816,-4.771189636,149.8516997,-1.174745505,2.436424736,3.721025855,469.3028723,467.7633758,-0.663384153,60.85483454,2.357241149,16.51045224,19.75087152,-0.006109703,69.65,40,9,1.003173029,0.31730287,25292.50438,1499.994,1261.209361,0.840809604,0.191619208,6,0.5,0: Broadleaf,2,TRUE,1784646005,463.7881333,463.7312667,19.80086,16.50277333,477.7382667,19.75552,433.0647333,101.0223333,0.09998586,32.78704,33.17354,999.9,0,0,4999.417333,0,110.2853333,0.056832267,473.1571333,471.5126667,3.298112,463.7312667,16.50277333,2.000335333,1.667151333,17.44696,14.59388667,1499.994,0.97301,0.0269898,0,2.054526667,0,14766.96667,12843.89333,43.79133333,45.75413333,44.75,44.4958,43.812,1459.512667,40.48,0,1784646011,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-0.13844095,-11.39188164,2.544409104,0,3.276242,0.11235609,0.057172541,0,0,2,0/2,3.00711,2.75939,0.103063,0.102928,0.0969394,0.0842196,31754.8,22846.1,33523,25752.9,38679.9,31918.8,48970.5,40238.3,1.76232,2.65272,0.208765,0,29.7994,999.9,74.564,30.524,32.4063,29.0591,-100,3,0.280798,0,20.2442,5.20456,11.956,4.9695,3.294,7158.8,9999,9999,116.4,4.97364,1.87302,1.87077,1.8724,1.87286,1.87375,1.87332,1.87777,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.907,0.0344,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,20.7,20.8,0.157471,4.99756,2.64526,2.75146,2.8479,2.28516,34.7379,15.6993,2,378.449,1240.85,30.9292,31.1244,30.0003,31.0273,30.9427,-1,40,10,-999.9,400,20,101.763,94.4372
13,1784646133,1410.1,20260721 23:02:13,23:02:13,15,,1784646125,0.002296522,2.296521614,4.211599612,457.3082527,342.79326,34.66287264,46.24250115,0.073489119,1.382938916,0.071386501,0.044800464,287.4286133,35.08545154,33.37272,5.15887933,40.13795864,2.0213544,5.036016949,3.13752493,-101.2766032,-32.02074158,-5.31100317,148.8202654,2.17836388,2.271645909,4.211599612,473.1419468,466.1244242,0.193920704,60.85483454,2.296521614,16.90821572,20.01604182,0.001632157,69.65,40,9,1.003180607,0.318060674,25232.43362,1499.993333,1261.20934,0.840809964,0.191619927,6,0.5,0: Broadleaf,2,TRUE,1784646125,457.4084,461.8567333,19.98988,16.91530667,471.3076,19.9057,433.0422667,101.0188667,0.100019493,32.94324,33.37272,999.9,0,0,4991.5,0,101.3896667,-4.448532467,466.7382667,469.8036667,3.074582,461.8567333,16.91530667,2.019356,1.708766,17.59691333,14.97628667,1499.993333,0.9729992,0.027000913,0,1.901333333,0,14663.41333,12843.83333,43.875,45.8666,44.8204,44.52066667,43.8874,1459.495333,40.498,0,1784646131,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-4.23163885,-15.0297282,2.81726577,0,3.0842975,-0.036671729,0.027905374,1,1,2,1/2,3.00797,2.75955,0.102748,0.101583,0.0977517,0.085631,31758.9,22875.9,33516,25748.3,38636.1,31862.3,48961.4,40232.2,1.76273,2.64913,0.208337,0,29.9885,999.9,74.649,30.706,32.781,29.2391,-100,3,0.288483,0,20.2439,5.20426,11.956,4.96915,3.294,7158.8,9999,9999,116.4,4.97368,1.87302,1.87083,1.87241,1.87286,1.87375,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.893,0.0903,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,22.7,22.8,0.157471,4.99756,2.64526,2.75024,2.8479,2.26562,34.9214,15.6818,2,379.292,1237.84,31.0607,31.2259,30.0005,31.1305,31.0466,-1,40,10,-999.9,400,20,101.743,94.4219
14,1784646253,1530.1,20260721 23:04:13,23:04:13,15,,1784646245,0.002285534,2.285533947,3.791004489,448.7726448,341.6596256,34.54618557,45.37669045,0.071849449,1.383756885,0.069839381,0.043825526,287.4306133,35.18331487,33.46123333,5.184522096,39.36703944,1.992989284,5.062583603,3.191532812,-100.792047,-31.65772329,-5.252373059,149.7284699,7.614714431,2.309944357,3.791004489,468.9474595,461.568303,0.366441088,60.85483454,2.285533947,16.61887158,19.71608242,0.000750704,69.65,40,9,1.003178571,0.317857143,25248.53932,1500.001333,1261.2163,0.840810119,0.191620239,6,0.5,0: Broadleaf,2,TRUE,1784646245,448.8627333,460.8076667,19.71054,16.58552667,462.6935333,19.68361333,433.3604,101.0128667,0.100004107,33.03687333,33.46123333,999.9,0,0,4995.832667,0,88.85450667,-11.94496733,457.8879333,468.5794667,3.125007333,460.8076667,16.58552667,1.991014,1.675348667,17.37305333,14.66985333,1500.001333,0.9729944,0.027005813,0,1.967833333,0,14569.86,12843.88,43.9958,45.937,44.937,44.625,44,1459.495333,40.506,0,1784646251,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-9.15825385,-38.01641093,5.697399158,0,3.15508,-0.640868571,0.067633047,0,0,2,0/2,3.008,2.75951,0.102137,0.102611,0.096782,0.0844097,31772.7,22844.6,33508.3,25743,38673.3,31899.3,48951.5,40224.9,1.762,2.64655,0.213254,0,30.0245,999.9,73.172,30.917,32.5252,28.7292,-100,3,0.29716,0,20.2441,5.20456,11.956,4.96925,3.294,7158.8,9999,9999,116.4,4.97364,1.87301,1.87086,1.87241,1.87286,1.87377,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.865,0.0279,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,24.7,24.8,0.157471,4.99756,2.64526,2.75024,2.8479,2.2583,35.1055,15.6381,2,379.536,1236.24,31.1693,31.3297,30.0004,31.2313,31.1465,-1,40,10,-999.9,400,20,101.722,94.4037
15,1784646374,1651,20260721 23:06:14,23:06:14,15,,1784646366,0.002222556,2.222555857,4.187045509,446.9597853,326.8334271,33.04729714,45.193703,0.068806905,1.385510352,0.066963384,0.042013634,287.4311938,35.33151933,33.5772625,5.218304224,38.88477692,1.981769879,5.096518578,3.236534344,-98.01471329,-31.47720706,-5.221820116,152.7174533,7.116235833,2.202256994,4.187045509,468.5279446,459.5084667,0.563054439,60.85483454,2.222555857,16.62033139,19.62597758,0.001129961,69.65,39,9,1.003093856,0.309385609,25289.25671,1500.003125,1261.217925,0.840810198,0.191620397,6,0.5,0: Broadleaf,2,TRUE,1784646366,447.059125,458.2298125,19.59944375,16.62343125,460.8755625,19.595125,433.9299375,101.0135625,0.100015244,33.15585625,33.5772625,999.9,0,0,5004.453125,0,102.0925188,-11.17076063,455.9964375,465.976,2.976015625,458.2298125,16.62343125,1.97980875,1.67919125,17.28376875,14.705375,1500.003125,0.972992313,0.027007981,0,1.89380625,0,14467.7625,12843.88125,44.062,46.034875,45,44.75,44.0816875,1459.493125,40.51,0,1784646372,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-10.15164381,-14.3198213,2.112379339,0,2.982742381,0.014946234,0.025208025,1,1,2,1/2,3.00828,2.7594,0.101795,0.102928,0.0964944,0.0846675,31778.4,22832.9,33502.1,25739.3,38680.6,31885.2,48943.3,40219.7,1.7619,2.64492,0.213254,0,30.1424,999.9,72.201,31.129,32.4816,29.1892,-100,3,0.30376,0,20.2441,5.20411,11.956,4.96925,3.294,7158.8,9999,9999,116.4,4.9737,1.87302,1.87087,1.87241,1.87286,1.87378,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.849,0.0104,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,26.7,26.8,0.157471,4.99756,2.64526,2.75024,2.8479,2.20459,35.2902,15.6293,2,380.04,1235.83,31.2938,31.4183,30.0004,31.3216,31.2376,-1,40,10,-999.9,400,20,101.704,94.3911
16,1784646494,1771,20260721 23:08:14,23:08:14,15,,1784646486,0.002298467,2.298467062,2.725500283,454.3848121,368.1261147,37.22412702,45.9464224,0.06971533,1.385250677,0.067823185,0.042555215,287.4261667,35.47177778,33.78723333,5.279924612,38.38591167,1.976080385,5.147931362,3.303844227,-101.3623974,-33.78746507,-5.616806911,146.6594972,-0.649921007,2.226359383,2.725500283,456.0211644,458.3273939,-1.105232562,60.85483454,2.298467062,16.42973119,19.54598727,-0.001443929,69.65,39,9,1.00309661,0.309661044,25266.83198,1499.976667,1261.1957,0.840810213,0.191620425,6,0.5,0: Broadleaf,2,TRUE,1784646486,454.4495333,454.9512,19.54234667,16.54219333,468.3252667,19.54958,435.1734,101.0178667,0.099999007,33.33481333,33.78723333,999.9,0,0,5002.958,0,108.2024,-0.501566,463.5076,462.6044,3.000159333,454.9512,16.54219333,1.974124667,1.671055333,17.2383,14.62989333,1499.976667,0.972992333,0.027007953,0,2.038566667,0,14365.32667,12843.66,44.187,46.18286667,45.125,44.8708,44.1912,1459.466667,40.51,0,1784646492,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-3.2561445,74.71542632,7.526456599,0,2.988769,0.777106466,0.101293179,0,0,2,0/2,3.00979,2.75947,0.101263,0.0986873,0.0961867,0.0833338,31791.3,22937.3,33496.3,25735.9,38689.7,31927.4,48936.4,40215.1,1.76397,2.64333,0.217482,0,30.2812,999.9,71.06,31.34,32.3533,29.1592,-100,3,0.311288,0,20.2441,5.20426,11.956,4.9693,3.294,7158.8,9999,9999,116.5,4.97368,1.87302,1.87087,1.87241,1.87286,1.87375,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.825,-0.0084,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,28.7,28.8,0.157471,4.99756,2.64526,2.74902,2.8479,2.2937,35.4523,15.603,2,381.719,1235.49,31.4305,31.5155,30.0003,31.4178,31.3317,-1,40,10,-999.9,400,20,101.688,94.3796
17,1784646614,1891,20260721 23:10:14,23:10:14,15,,1784646606,0.00216891,2.168909888,3.181421964,436.7236675,334.6753923,33.840937,44.15961992,0.064389409,1.383531769,0.062769755,0.039373223,287.43782,35.68731676,33.9572,5.330267434,37.80499732,1.962366571,5.190759716,3.367900863,-95.64892608,-35.39196651,-5.90001498,150.4969124,1.987184134,2.239503687,3.181421964,448.3026167,444.3915515,-0.098167161,60.85483454,2.168909888,16.42485187,19.37379333,-0.003132648,69.65,39,9,1.003104204,0.310420354,25205.21828,1500.038,1261.24722,0.840810179,0.191620359,6,0.5,0: Broadleaf,2,TRUE,1784646606,436.7994,440.8748,19.40714,16.39235333,450.5332,19.44163333,435.6748,101.0156667,0.10003464,33.48270667,33.9572,999.9,0,0,4994.583333,0,104.3639333,-4.075326667,445.4442667,448.2222667,3.014774,440.8748,16.39235333,1.960425333,1.655887333,17.12826667,14.48891333,1500.038,0.972994,0.027006233,0,2.043373333,0,14275.53333,12844.2,44.30786667,46.2624,45.25,44.9916,44.3456,1459.528,40.51,0,1784646612,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-4.4424495,0.570970376,1.320892965,0,3.020445,-0.36225203,0.049446326,0,0,2,0/2,3.01025,2.75931,0.0991554,0.0988185,0.0956571,0.0839808,31859.5,22930.2,33490.1,25732.1,38707.8,31899.7,48928.6,40210.3,1.76418,2.6418,0.212342,0,30.5156,999.9,70.309,31.532,32.3697,28.7992,-100,3,0.318018,0,20.2441,5.20441,11.956,4.9691,3.294,7158.8,9999,9999,116.5,4.97363,1.87302,1.87088,1.87241,1.87286,1.87375,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.724,-0.0408,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,30.7,30.8,0.157471,4.99756,2.64526,2.75024,2.8479,2.24365,35.6148,15.603,2,382.403,1235.3,31.574,31.6117,30.0003,31.5116,31.4269,-1,40,10,-999.9,400,20,101.671,94.3674
18,1784646734,2011,20260721 23:12:14,23:12:14,15,,1784646726,0.002121183,2.12118348,2.791236207,444.6433037,349.5887802,35.34689082,44.95784533,0.062471812,1.385584032,0.060948161,0.0382264,287.43668,35.74598368,34.00614,5.344840264,37.54378936,1.952896159,5.201649041,3.391944105,-93.54419147,-36.30400869,-6.045646039,151.5428338,2.357837247,2.059136164,2.791236207,453.9168252,452.3760727,-0.427871762,60.85483454,2.12118348,16.47130897,19.33453273,0.000179072,69.65,39,9,1.00309727,0.309727004,25261.4677,1500.032,1261.24218,0.840810183,0.191620365,6,0.5,0: Broadleaf,2,TRUE,1784646726,444.7096,449.2072,19.31458667,16.54271333,458.5072,19.36764667,435.7356667,101.0098667,0.100045373,33.52014,34.00614,999.9,0,0,5005,0,114.5226,-4.497699067,453.4680667,456.7637333,2.771878,449.2072,16.54271333,1.950963333,1.670976667,17.05186667,14.62930667,1500.032,0.972993667,0.027006567,0,1.937306667,0,14168.7,12844.12667,44.312,46.2996,45.2996,45.02066667,44.375,1459.522,40.51,0,1784646732,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-7.1756313,57.47643988,6.473409615,0,2.7676625,0.50884015,0.077938125,0,0,2,0/2,3.01048,2.7594,0.100368,0.0987892,0.095493,0.0835377,31811.7,22927.9,33485.3,25729.1,38710.9,31911.5,48922.2,40206.2,1.7638,2.63685,0.207983,0,30.6027,999.9,69.448,31.733,32.3379,29.3392,-100,3,0.323659,0,20.2444,5.20501,11.956,4.96925,3.294,7158.8,9999,9999,116.6,4.97371,1.87302,1.87088,1.8724,1.87288,1.87377,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.784,-0.0501,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,32.7,32.8,0.15625,4.99756,2.64526,2.75024,2.8479,2.27051,35.7777,15.5768,2,382.681,1229.73,31.6719,31.6867,30.0003,31.5884,31.5023,-1,40,10,-999.9,400,20,101.657,94.3572
19,1784646854,2131,20260721 23:14:14,23:14:14,15,,1784646846,0.001912729,1.912728745,3.750268616,418.9464537,287.7778297,29.09662078,42.35880888,0.055009535,1.384222502,0.053823288,0.033744004,287.4330067,35.85313396,34.00411333,5.344236098,36.13338022,1.879499362,5.201559751,3.464736736,-84.35133766,-36.13997784,-6.024181166,160.91751,5.111343939,2.004183227,3.750268616,438.592939,429.6216424,0.673159938,60.85483454,1.912728745,16.05732803,18.6031097,0.006133879,69.65,39,9,1.003102088,0.310208757,25222.35789,1500.012667,1261.22594,0.840810193,0.191620386,6,0.5,0: Broadleaf,2,TRUE,1784646846,419.0356667,427.208,18.58904,15.88933333,432.6253333,18.78506667,435.765,101.0079333,0.09999706,33.51983333,34.00411333,999.9,0,0,4998.374667,0,74.15182667,-8.172316667,426.9726667,434.1064667,2.699726,427.208,15.88933333,1.877642667,1.604948,16.44859333,14.00580667,1500.012667,0.972992,0.0270083,0,2.02326,0,14085.6,12843.95333,44.354,46.1954,45.26653333,45,44.375,1459.502667,40.51,0,1784646852,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-6.520685,-45.40698947,4.566811085,0,2.735951,-1.397144662,0.152248711,0,0,2,0/2,3.00983,2.75939,0.0968887,0.0971162,0.0932449,0.0828521,31929.4,22967.8,33480.1,25726.4,38807,31932.1,48915.2,40202.6,1.7619,2.63718,0.216775,0,30.5023,999.9,67.513,31.914,31.7638,29.0692,-100,3,0.328938,0,20.2448,5.20501,11.956,4.9691,3.294,7158.8,9999,9999,116.6,4.97369,1.87302,1.87088,1.87241,1.87287,1.87375,1.87332,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.617,-0.1898,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,34.7,34.8,0.15625,4.99756,2.64526,2.75024,2.8479,2.23633,35.9178,15.5592,2,382.098,1231.65,31.7148,31.7494,30.0002,31.6558,31.5721,-1,40,10,-999.9,400,20,101.642,94.3482
20,1784646974,2251,20260721 23:16:14,23:16:14,15,,1784646966,0.001926359,1.92635938,3.203861077,447.5225564,332.6771561,33.63778715,45.25008171,0.056165827,1.385499809,0.054930902,0.034440505,287.42954,35.86815779,34.02919333,5.351716835,37.12325844,1.933571835,5.208518639,3.418145,-84.95244864,-36.26246252,-6.040471683,160.1741571,2.707408055,1.936151229,3.203861077,459.3435988,455.5704667,-0.128978636,60.85483454,1.92635938,16.52317641,19.12545394,3.62141E-05,69.65,39,9,1.00309782,0.309781957,25257.00037,1500.002,1261.21626,0.840809719,0.191619438,6,0.5,0: Broadleaf,2,TRUE,1784646966,447.5986667,452.5098,19.12299333,16.51548667,461.4194667,19.21429333,435.6223333,101.0124,0.100004407,33.54372,34.02919333,999.9,0,0,5004.458667,0,115.7718667,-4.911226,456.3249333,460.1088,2.607522667,452.5098,16.51548667,1.931661333,1.66827,16.89502,14.60428,1500.002,0.9730064,0.0269935,0,2.001386667,0,13979.00667,12843.90667,44.3666,46.2164,45.30786667,45,44.39566667,1459.516,40.486,0,1784646972,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-5.542307619,8.315227013,1.797882965,0,2.602260476,0.045688052,0.021092987,1,1,2,1/2,3.00976,2.75954,0.100984,0.10099,0.0948275,0.0840784,31780.6,22866.9,33476.1,25724,38732.8,31885.9,48910.7,40199.3,1.76133,2.63382,0.218488,0,30.4873,999.9,68.105,32.096,32.3713,28.7992,-100,3,0.333161,0,20.2442,5.20022,11.956,4.96955,3.294,7158.8,9999,9999,116.6,4.97369,1.87302,1.87088,1.87241,1.87289,1.87376,1.87331,1.87775,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.815,-0.0908,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,36.7,36.8,0.15625,4.99756,2.64526,2.75024,2.8479,2.25586,36.0582,15.5505,2,382.164,1228.04,31.761,31.8077,30.0002,31.7157,31.6292,-1,40,10,-999.9,400,20,101.632,94.3401
21,1784647094,2371,20260721 23:18:14,23:18:14,15,,1784647086,0.001974607,1.974606767,3.065427377,442.5634725,333.949431,33.76624775,44.7484154,0.05756481,1.385216003,0.056268106,0.035281637,287.4300933,35.90984391,34.10521333,5.374447359,37.39166548,1.954747709,5.227763149,3.41969965,-87.08015842,-37.00979802,-6.170503566,157.1696333,2.135422412,2.056600487,3.065427377,455.1554612,450.8457273,0.002771497,60.85483454,1.974606767,16.51744772,19.25584061,-0.011105162,69.65,39,9,1.003099491,0.309949125,25243.42031,1499.997333,1261.21306,0.840810201,0.191620403,6,0.5,0: Broadleaf,2,TRUE,1784647086,442.6363333,446.8234,19.33252667,16.56266,456.4172667,19.38199333,435.5054,101.0118667,0.099992253,33.60963333,34.10521333,999.9,0,0,5003.084,0,106.7612667,-4.187086,451.3623333,454.3485333,2.769866,446.8234,16.56266,1.952813333,1.673024667,17.06681333,14.64832,1499.997333,0.972992333,0.02700796,0,1.917946667,0,13895.60667,12843.84,44.375,46.25,45.312,44.91633333,44.37913333,1459.487333,40.51,0,1784647092,0,1784644771,22:39:31,1784644771,1784644765,1,-0.189,0.525,-13.682,-0.661,428,16,0.7,0.03,-3.976983333,-6.571213247,1.3107247,0,2.770127619,0.0189,0.017599919,1,1,2,1/2,3.00978,2.75953,0.10012,0.0992323,0.0952008,0.0839714,31808.9,22910.2,33473.9,25722.5,38713.6,31887.8,48907.8,40197.6,1.76135,2.63412,0.222716,0,30.5023,999.9,67.934,32.257,32.5845,29.2792,-100,3,0.335064,0,20.2446,5.20321,11.956,4.9691,3.294,7158.8,9999,9999,116.7,4.97368,1.87302,1.87088,1.87241,1.87288,1.87377,1.87332,1.87776,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,-13.774,-0.0663,-9.618116613,-0.010281863,2.60765E-06,-1.39012E-10,-1.061312389,-0.176615401,0.01337041,-8.0725E-05,6,2428,1,22,38.7,38.8,0.15625,4.99756,2.64526,2.75024,2.8479,2.2522,36.1754,15.5242,2,382.414,1229.37,31.8109,31.8375,30.0002,31.754,31.6731,-1,40,10,-999.9,400,20,101.625,94.3355
